"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.05_10g.csv 1",,,,"Date:","30 Nov 2025 15:05:36 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
30-11 15:07:00,10.140,1.006,88.855,0,0,25087856640,105512923136,987144192,136084885504,355879,122182767,0,279953408
30-11 15:07:01,2.286,0.613,97.101,0,0,24551256064,106192216064,987144192,135944937472,350322,122017071,0,279240704
30-11 15:07:02,6.153,0.780,93.067,0,0,24678969344,106079027200,987144192,135932985344,260677,91145989,0,280231936
30-11 15:07:03,6.418,0.543,93.039,0,0,24825458688,105994002432,987144192,135871340544,6647,12855,0,0
30-11 15:07:04,10.075,0.656,89.269,0,0,24504709120,106316054528,987144192,135870971904,310950,101422644,0,65536
30-11 15:07:05,3.227,0.320,96.439,0.014,0,24514379776,106447908864,987156480,135731396608,130198,44548911,0,279838720
30-11 15:07:06,1.779,0.195,98.026,0,0,24513441792,106374819840,987156480,135805341696,8522,11383,0,0
30-11 15:07:07,1.862,0.125,98.013,0,0,24531046400,106356695040,987156480,135805476864,8618,5316,0,1359872
30-11 15:07:08,6.341,0.779,92.880,0,0,24655355904,106085683200,987156480,135950942208,6840,6553,0,0
30-11 15:07:09,4.532,0.697,94.771,0,0,23951867904,106870128640,987156480,135870742528,6312,11448,0,131072
30-11 15:07:10,0.125,0.083,99.791,0,0,23951585280,106869993472,987168768,135870722048,286295,98664832,0,507904
30-11 15:07:11,0.181,0.195,99.611,0.014,0,23952420864,107012022272,987168768,135731134464,138503,47293073,0,279175168
30-11 15:07:12,0.056,0.056,99.889,0,0,23952347136,107012030464,987168768,135731134464,1411,4170,0,417792
30-11 15:07:13,0.014,0.028,99.958,0,0,23952347136,107012030464,987168768,135731134464,1243,2428,0,0
30-11 15:07:14,0.125,0.111,99.764,0,0,23953420288,107010973696,987168768,135731134464,3849,6324,0,0
30-11 15:07:15,0.083,0.056,99.861,0,0,23953440768,107010916352,987172864,135731134464,2606,4641,0,237568
30-11 15:07:16,0.028,0.014,99.958,0,0,23953440768,107010916352,987172864,135731134464,1664,1932,0,0
30-11 15:07:17,0.056,0.083,99.861,0,0,23953195008,107011158016,987172864,135731138560,2345,3643,0,237568
30-11 15:07:18,0.056,0.056,99.889,0,0,23954202624,107010174976,987172864,135731138560,1351,3614,0,0
30-11 15:07:19,0.014,0.014,99.972,0,0,23953145856,107011231744,987172864,135731138560,1243,1924,0,0
30-11 15:07:20,0.083,0.083,99.833,0,0,23953145856,107011231744,987172864,135731138560,2100,2846,0,0
30-11 15:07:21,0.042,0.014,99.944,0,0,23953145856,107011231744,987176960,135731134464,3884,2649,0,163840
30-11 15:07:22,0.042,0.056,99.903,0,0,23953661952,107010715648,987176960,135731134464,1362,3270,0,319488
30-11 15:07:23,0.083,0.111,99.806,0,0,23953444864,107010940928,987176960,135731138560,2474,3705,0,0
30-11 15:07:24,0.014,0,99.986,0,0,23953436672,107010949120,987176960,135731138560,1411,2476,0,0
30-11 15:07:25,0.028,0.069,99.903,0,0,23953387520,107010981888,987176960,135731138560,2600,3560,0,0
30-11 15:07:26,0.028,0.042,99.931,0,0,23953420288,107010965504,987176960,135731138560,2468,3086,0,0
30-11 15:07:27,0.042,0.056,99.903,0,0,23953453056,107010932736,987181056,135731134464,1602,2476,0,811008
30-11 15:07:28,0.028,0.069,99.903,0,0,23953412096,107010940928,987181056,135731134464,1732,2830,0,0
30-11 15:07:29,0.042,0.069,99.889,0,0,23953432576,107010965504,987181056,135731138560,2535,3593,0,0
30-11 15:07:30,0.319,0.014,99.667,0,0,23952400384,107011997696,987181056,135731138560,1471,2476,0,0
30-11 15:07:31,0.028,0.056,99.917,0,0,23952068608,107012304896,987181056,135731138560,1243,4090,0,0
30-11 15:07:32,0.028,0.069,99.903,0,0,23952101376,107012255744,987193344,135731126272,1488,3594,0,425984
30-11 15:07:33,0.056,0.042,99.903,0,0,23952064512,107012280320,987193344,135731138560,1240,2615,0,0
30-11 15:07:34,0.028,0.083,99.889,0,0,23952064512,107012280320,987193344,135731138560,1482,3049,0,0
30-11 15:07:35,0.056,0.056,99.889,0,0,23952048128,107012288512,987193344,135731138560,2172,3379,0,0
30-11 15:07:36,0.083,0.042,99.875,0,0,23952048128,107012288512,987193344,135731138560,2688,2476,0,0
30-11 15:07:37,0.028,0.069,99.903,0,0,23952130048,107012206592,987193344,135731138560,1513,3172,0,0
30-11 15:07:38,0.056,0.056,99.889,0,0,23952637952,107011731456,987193344,135731138560,1422,1924,0,188416
30-11 15:07:39,0.042,0.042,99.917,0,0,23952171008,107012165632,987193344,135731138560,1352,3702,0,0
30-11 15:07:40,0.056,0.056,99.889,0,0,23952138240,107012255744,987193344,135731138560,1488,3580,0,0
30-11 15:07:41,0.056,0.028,99.917,0,0,23952064512,107012329472,987193344,135731138560,3827,2163,0,0
30-11 15:07:42,0.083,0.056,99.861,0,0,23952113664,107012198400,987193344,135731138560,2386,3870,0,0
30-11 15:07:43,0.028,0.042,99.931,0,0,23952080896,107012313088,987201536,135731138560,1315,3330,0,761856
30-11 15:07:44,0.125,0.014,99.861,0,0,23952080896,107012313088,987201536,135731138560,1302,2038,0,0
30-11 15:07:45,0.111,0.069,99.819,0,0,23952113664,107012190208,987201536,135731138560,2434,5129,0,0
30-11 15:07:46,1.292,0.069,98.639,0,0,23952105472,107012272128,987201536,135731138560,9112678,3412,0,0
30-11 15:07:47,0.875,0.042,99.083,0,0,23951831040,107012546560,987201536,135731138560,2129160,2097,0,0
30-11 15:07:48,0.069,0.083,99.847,0,0,23952412672,107011964928,987201536,135731138560,1531,3734,0,679936
30-11 15:07:49,0.014,0.056,99.931,0,0,23951872000,107012513792,987201536,135731138560,1609,3684,0,0
30-11 15:07:50,0.028,0.028,99.944,0,0,23951872000,107012513792,987201536,135731138560,1422,1924,0,0
30-11 15:07:51,0.097,0.042,99.861,0,0,23952388096,107011997696,987201536,135731138560,1352,3830,0,0
30-11 15:07:52,0.028,0.069,99.903,0,0,23951872000,107012513792,987201536,135731138560,1422,3070,0,0
30-11 15:07:53,0.042,0.028,99.931,0,0,23951773696,107012579328,987201536,135731138560,2362,2098,0,0
30-11 15:07:54,0.375,0.083,99.542,0,0,23950848000,107013472256,987205632,135731134464,1472,3703,0,65536
30-11 15:07:55,0.028,0.083,99.889,0,0,23951028224,107013312512,987205632,135731138560,1567,3833,0,0
30-11 15:07:56,0.056,0.028,99.917,0,0,23951736832,107012472832,987205632,135731269632,3641,4525,0,0
30-11 15:07:57,0.056,0.083,99.861,0,0,23952297984,107011907584,987205632,135731273728,1476,4005,0,0
30-11 15:07:58,0.056,0.042,99.903,0,0,23952814080,107011391488,987205632,135731273728,1483,1925,0,114688
30-11 15:07:59,0.042,0.042,99.917,0,0,23951765504,107012440064,987205632,135731273728,3654,3875,0,0
30-11 15:08:00,0.111,0.056,99.833,0,0,23951790080,107012423680,987205632,135731273728,3406,4021,0,0
30-11 15:08:01,0.028,0,99.972,0,0,23951491072,107012722688,987209728,135731269632,2464,1925,0,73728
30-11 15:08:02,0.014,0.083,99.903,0,0,23951548416,107012673536,987209728,135731269632,1363,3111,0,0
30-11 15:08:03,0.083,0.056,99.861,0,0,23951519744,107012689920,987209728,135731273728,1663,4029,0,0
30-11 15:08:04,0.014,0.014,99.972,0,0,23951470592,107012739072,987209728,135731273728,1553,1925,0,0
30-11 15:08:05,0.069,0.069,99.861,0,0,23951986688,107012222976,987209728,135731273728,4410,3365,0,0
30-11 15:08:06,0.083,0.069,99.847,0,0,23951486976,107012722688,987209728,135731273728,2284,3759,0,0
30-11 15:08:07,0.014,0.014,99.972,0,0,23951470592,107012755456,987209728,135731281920,1334,1979,0,0
30-11 15:08:08,0.028,0.083,99.889,0,0,23951511552,107012648960,987209728,135731281920,1537,3239,0,8192
30-11 15:08:09,0.069,0.097,99.833,0,0,23951462400,107012763648,987209728,135731281920,1533,3727,0,0
30-11 15:08:10,0.014,0.014,99.972,0,0,23951462400,107012763648,987213824,135731277824,2491,1925,0,24576
30-11 15:08:11,0.083,0.056,99.861,0,0,23951433728,107012722688,987213824,135731281920,3166,3125,0,0
30-11 15:08:12,0.097,0.083,99.819,0,0,23951482880,107012739072,987213824,135731281920,6479,3965,0,0
30-11 15:08:13,0.028,0.028,99.944,0,0,23951466496,107012755456,987213824,135731281920,1244,1925,0,147456
30-11 15:08:14,0.097,0.056,99.847,0,0,23951982592,107012239360,987213824,135731281920,1363,3311,0,0
30-11 15:08:15,0.097,0.083,99.819,0,0,23951699968,107012513792,987213824,135731281920,2315,4822,0,0
30-11 15:08:16,0.028,0.028,99.944,0,0,23951699968,107012513792,987213824,135731281920,1725,2031,0,0
30-11 15:08:17,0.042,0.056,99.903,0,0,23951732736,107012431872,987217920,135731277824,2116,3805,0,24576
30-11 15:08:18,0.333,0.083,99.584,0,0,23950700544,107013464064,987217920,135731277824,1472,2485,0,8192
30-11 15:08:19,0.014,0.056,99.931,0,0,23950745600,107013455872,987217920,135731281920,1484,3829,0,0
30-11 15:08:20,0.069,0.111,99.819,0,0,23951011840,107013140480,987217920,135731281920,5107,6954,0,0
30-11 15:08:21,0.403,0.070,99.527,0,0,23951233024,107012415488,987217920,135731810304,15139,16929,0,0
30-11 15:08:22,0.125,0.097,99.778,0,0,23949799424,107013799936,987217920,135731900416,2710,10670,0,0
30-11 15:08:23,0.056,0.069,99.875,0,0,23949320192,107014279168,987217920,135731900416,994,2737,0,0
30-11 15:08:24,0.056,0.042,99.903,0,0,23949082624,107015036928,987217920,135731388416,816,1415,0,1835008
