"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.01_10g.csv 1",,,,"Date:","30 Nov 2025 15:02:07 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
30-11 15:04:16,0.028,0.028,99.944,0,0,23434723328,107537862656,986939392,135727407104,351,2354,0,0
30-11 15:04:17,0.014,0.056,99.931,0,0,23434743808,107537838080,986943488,135727407104,352,1770,0,262144
30-11 15:04:18,0.028,0.028,99.944,0,0,23434743808,107537838080,986943488,135727407104,520,1296,0,0
30-11 15:04:19,0.028,0.056,99.917,0,0,23434743808,107537838080,986943488,135727407104,292,1850,0,0
30-11 15:04:20,0,0.056,99.944,0,0,23434743808,107537838080,986943488,135727407104,471,1042,0,0
30-11 15:04:21,0.028,0.028,99.944,0,0,23434743808,107537838080,986943488,135727407104,401,1288,0,0
30-11 15:04:22,0.069,0.069,99.861,0,0,23435509760,107537072128,986943488,135727407104,2507,4210,0,0
30-11 15:04:23,0.014,0.042,99.944,0,0,23435513856,107537055744,986955776,135727407104,412,1938,0,507904
30-11 15:04:24,0.028,0.028,99.944,0,0,23435509760,107537055744,986959872,135727407104,400,1296,0,49152
30-11 15:04:25,0.028,0.083,99.889,0,0,23435476992,107537088512,986959872,135727407104,540,2208,0,0
30-11 15:04:26,0.028,0.056,99.917,0,0,23434940416,107537625088,986959872,135727407104,977,2106,0,0
30-11 15:04:27,0.014,0.028,99.958,0,0,23434940416,107537625088,986959872,135727407104,401,1288,0,0
30-11 15:04:28,0.014,0.056,99.931,0,0,23434948608,107537616896,986959872,135727407104,471,2050,0,344064
30-11 15:04:29,0,0.042,99.958,0,0,23435464704,107537100800,986968064,135727398912,292,744,0,57344
30-11 15:04:30,0.028,0.028,99.944,0,0,23434932224,107537633280,986968064,135727398912,580,1826,0,0
30-11 15:04:31,0.014,0.042,99.944,0,0,23434948608,107537616896,986968064,135727398912,292,1226,0,0
30-11 15:04:32,0.014,0.042,99.944,0,0,23434940416,107537616896,986968064,135727407104,411,736,0,0
30-11 15:04:33,0,0.056,99.944,0,0,23435014144,107537543168,986968064,135727407104,521,1898,0,81920
30-11 15:04:34,0.042,0.042,99.917,0,0,23434915840,107537641472,986968064,135727407104,411,1490,0,0
30-11 15:04:35,0.014,0.014,99.972,0,0,23434915840,107537641472,986968064,135727407104,594,736,0,0
30-11 15:04:36,0,0.097,99.903,0,0,23435001856,107537551360,986972160,135727407104,460,2026,0,24576
30-11 15:04:37,0.042,0.056,99.903,0,0,23434944512,107537641472,986972160,135727407104,442,1704,0,0
30-11 15:04:38,0.014,0.014,99.972,0,0,23435190272,107537383424,986972160,135727415296,651,736,0,90112
30-11 15:04:39,0,0.069,99.931,0,0,23435182080,107537391616,986972160,135727415296,461,2338,0,0
30-11 15:04:40,0.014,0.056,99.931,0,0,23435214848,107537358848,986972160,135727415296,471,1706,0,0
30-11 15:04:41,0,0,100,0,0,23435214848,107537358848,986972160,135727415296,292,736,0,0
30-11 15:04:42,0.014,0.056,99.931,0,0,23435149312,107537424384,986972160,135727415296,640,1938,0,0
30-11 15:04:43,0.014,0.056,99.931,0,0,23435116544,107537457152,986972160,135727415296,292,1546,0,98304
30-11 15:04:44,0,0.014,99.986,0,0,23435116544,107537457152,986972160,135727415296,411,744,0,0
30-11 15:04:45,0.028,0.042,99.931,0,0,23435198464,107537375232,986972160,135727415296,1230,2042,0,0
30-11 15:04:46,0.028,0.056,99.917,0,0,23435124736,107537448960,986972160,135727415296,845,1754,0,0
30-11 15:04:47,0.028,0.028,99.944,0,0,23435124736,107537448960,986972160,135727415296,292,842,0,0
30-11 15:04:48,0,0.056,99.944,0,0,23435124736,107537448960,986976256,135727411200,640,2946,0,98304
30-11 15:04:49,0.014,0.069,99.917,0,0,23435640832,107536932864,986976256,135727411200,412,1866,0,0
30-11 15:04:50,0.014,0.014,99.972,0,0,23435120640,107537448960,986976256,135727415296,591,736,0,0
30-11 15:04:51,0.014,0.083,99.903,0,0,23435120640,107537448960,986976256,135727415296,1763,1658,0,0
30-11 15:04:52,0,0.014,99.986,0,0,23435120640,107537448960,986976256,135727415296,531,736,0,0
30-11 15:04:53,0,0.083,99.917,0,0,23435108352,107537457152,986980352,135727415296,352,1402,0,73728
30-11 15:04:54,0.014,0.056,99.931,0,0,23435182080,107537383424,986980352,135727415296,718,1922,0,0
