"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 1.0_10g.csv 1",,,,"Date:","30 Nov 2025 15:14:43 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
30-11 15:15:17,14.562,1.129,84.309,0,0,25722683392,93834182656,987709440,146838601728,18520,16686,0,925696
30-11 15:15:18,12.674,1.200,86.125,0,0,25388060672,94215892992,987709440,146790526976,23516,13952,0,0
30-11 15:15:19,20.176,1.422,78.402,0,0,24873730048,94656086016,987709440,146864136192,6610,6264,0,0
30-11 15:15:20,23.655,1.460,74.830,0.056,0,25513480192,93935042560,987709440,146942652416,34534,13702,0,558358528
30-11 15:15:21,16.435,0.807,82.758,0,0,25767677952,93524979712,987709440,147094093824,16246,6272,0,0
30-11 15:15:22,14.357,1.253,84.389,0,0,25335164928,93788954624,987713536,147259789312,15854,10343,0,892928
30-11 15:15:23,30.963,1.635,67.401,0,0,26090913792,93022375936,987713536,147269214208,5098,10632,0,0
30-11 15:15:24,18.303,1.345,80.352,0,0,25869348864,93068120064,987713536,147441045504,4307,4177,0,65536
30-11 15:15:25,10.935,1.180,87.885,0,0,25992802304,92815769600,987713536,147565498368,2436,8043,0,0
30-11 15:15:26,13.999,1.227,84.774,0,0,25103056896,93613150208,987713536,147655360512,15356,10945,0,131072
30-11 15:15:27,6.541,1.053,92.406,0,0,24604049408,94026436608,987713536,147739373568,4421,5277,0,688128
30-11 15:15:28,7.507,1.524,90.970,0,0,24220766208,94448205824,987713536,147701157888,6132,11239,0,65536
30-11 15:15:29,11.712,1.014,87.274,0,0,24529276928,94099894272,987713536,147738812416,6960,9155,0,0
30-11 15:15:30,15.075,1.339,83.587,0,0,24867676160,93619769344,987713536,147876704256,13541,6033,0,0
30-11 15:15:31,14.439,1.058,84.503,0,0,24583782400,93995278336,987713536,147787739136,10413,11898,0,65536
30-11 15:15:32,20.812,0.921,78.268,0,0,25018642432,93504708608,987721728,147841982464,11871,8838,0,745472
30-11 15:15:33,28.285,1.364,70.351,0,0,25678225408,92740960256,987721728,147943014400,11065,4716,0,0
30-11 15:15:34,23.890,1.531,74.579,0,0,26211631104,91998572544,987721728,148145393664,5655,9698,0,0
30-11 15:15:35,19.062,1.856,79.082,0,0,25987964928,92097961984,987721728,148265730048,17556,10487,0,65536
30-11 15:15:36,19.830,1.946,78.224,0,0,26333122560,91674722304,987721728,148340793344,17459,14400,0,0
30-11 15:15:37,31.973,2.132,65.896,0,0,25915342848,91992788992,987725824,148438126592,12325,12010,0,925696
30-11 15:15:38,22.165,1.181,76.654,0,0,26302472192,91567632384,987725824,148475199488,13620,6820,0,0
30-11 15:15:39,12.248,1.153,86.599,0,0,25844801536,91814117376,987725824,148681412608,15825,9361,0,65536
30-11 15:15:40,19.694,1.795,78.497,0.014,0,26252861440,91274354688,987725824,148808744960,6127,11246,0,345112576
30-11 15:15:41,23.847,2.015,74.083,0.056,0,26218819584,91159158784,987725824,148954357760,7221,7392,0,1052680192
30-11 15:15:42,18.250,1.842,79.909,0,0,25983627264,91310411776,987738112,149035581440,20617,15332,0,925696
30-11 15:15:43,18.855,2.038,79.107,0,0,25197613056,92041928704,987738112,149088141312,20498,12185,0,131072
30-11 15:15:44,28.695,1.590,69.716,0,0,25930047488,91298586624,987738112,149099192320,16300,6222,0,0
30-11 15:15:45,22.228,1.068,76.703,0,0,25809039360,91343294464,987738112,149173174272,21041,11835,0,65536
30-11 15:15:46,15.424,2.150,82.217,0.209,0,26030661632,90924351488,987803648,149364744192,18961,10279,0,3351724032
30-11 15:15:47,24.432,1.797,73.771,0,0,26542419968,90280824832,987811840,149491941376,5371,5983,0,1024000
30-11 15:15:48,27.550,2.073,70.377,0,0,26690945024,90012852224,987811840,149609824256,18167,15474,0,0
30-11 15:15:49,24.459,1.746,73.795,0,0,26599944192,89995882496,987811840,149714419712,20302,7283,0,0
30-11 15:15:50,21.412,1.879,76.709,0,0,26450280448,90036260864,987811840,149821267968,22643,15728,0,65536
30-11 15:15:51,15.293,1.394,83.312,0,0,26133995520,90301734912,987811840,149871120384,4255,12834,0,65536
30-11 15:15:52,14.878,1.117,84.006,0,0,25793794048,90480701440,987815936,150028886016,19131,6365,0,811008
30-11 15:15:53,16.600,1.582,81.818,0,0,26002481152,90156548096,987815936,150140715008,11073232,12275,0,0
30-11 15:15:54,23.797,2.114,74.089,0,0,25972387840,90041831424,987815936,150281019392,43393,14345,0,65536
30-11 15:15:55,24.658,1.660,73.682,0,0,25962561536,90041733120,987815936,150290448384,20001,8521,0,65536
30-11 15:15:56,18.852,1.547,79.602,0,0,25751986176,90113929216,987815936,150424944640,22216,14084,0,65536
30-11 15:15:57,25.705,1.843,72.452,0,0,26269388800,89471467520,987828224,150546448384,15554,11418,0,737280
30-11 15:15:58,22.035,1.171,76.794,0,0,26094329856,89622487040,987828224,150569918464,17207,7002,0,65536
30-11 15:15:59,18.745,1.597,79.658,0,0,25818021888,89698181120,987828224,150765371392,10537,9489,0,65536
30-11 15:16:00,17.831,1.253,80.916,0,0,26008948736,89365266432,987828224,150903816192,3061,10785,0,65536
30-11 15:16:01,13.891,1.069,85.040,0,0,25670770688,89563340800,987828224,151040696320,1292,3805,0,65536
30-11 15:16:02,5.173,0.834,93.992,0,0,25101873152,90057670656,987832320,151114481664,7501,9449,0,606208
30-11 15:16:03,3.324,0.654,96.023,0,0,24533835776,90545119232,987832320,151192834048,2113,4264,0,65536
30-11 15:16:04,1.157,0.404,98.439,0,0,23394967552,91760984064,987832320,151118151680,2454,6319,0,131072
30-11 15:16:05,0.042,0.069,99.889,0,0,23394750464,91762118656,987832320,151117766656,491,3254,0,0
30-11 15:16:06,0.028,0.014,99.958,0,0,23394750464,91762118656,987832320,151117766656,1275,1288,0,0
30-11 15:16:07,0.014,0.056,99.931,0,0,23394750464,91762118656,987832320,151117766656,382,2342,0,0
30-11 15:16:08,0.042,0.056,99.903,0,0,23394770944,91762085888,987844608,151117758464,14454,2719660,0,425984
30-11 15:16:09,0.028,0.042,99.930,0,0,23395295232,91761561600,987844608,151117758464,348815,123044076,0,0
30-11 15:16:10,0.111,0.097,99.791,0,0,23395868672,91902615552,987844608,150978183168,349650,121243627,0,0
30-11 15:16:11,0.097,0.153,99.750,0,0,23395528704,92046094336,987844608,150838595584,347782,122771258,0,0
30-11 15:16:12,0.042,0.181,99.736,0.042,0,23395295232,92188749824,987844608,150699008000,345712,121832301,0,559923200
30-11 15:16:13,0.097,0.111,99.791,0,0,23395442688,92330377216,987844608,150559420416,330016,117881427,0,0
30-11 15:16:14,0.083,0.111,99.805,0,0,23395540992,92473237504,987844608,150420074496,345011,122240557,0,335872
30-11 15:16:15,0.083,0.056,99.861,0,0,23395418112,92473634816,987844608,150419832832,349492,123044076,0,0
30-11 15:16:16,0.181,0.083,99.736,0,0,23395274752,92616482816,987844608,150280245248,345779,122105103,0,0
30-11 15:16:17,0.083,0.223,99.652,0.042,0,23395995648,92759191552,987844608,150140657664,346654,122445721,0,558792704
30-11 15:16:18,0.028,0.070,99.903,0,0,23396466688,92902150144,987844608,150001070080,347338,122240985,0,0
30-11 15:16:19,0.111,0.125,99.764,0,0,23396536320,93045678080,987844608,149861482496,344476,121832937,0,0
30-11 15:16:20,0.111,0.111,99.778,0,0,23397281792,93187993600,987852800,149721968640,345591,123059640,0,204800
30-11 15:16:21,0.083,0.056,99.861,0,0,23396282368,93188984832,987852800,149721976832,348407,123044076,0,0
30-11 15:16:22,0.125,0.403,99.361,0.111,0,23396167680,93332758528,987852800,149582389248,345393,122650216,0,1396817920
30-11 15:16:23,0.195,0.069,99.736,0,0,23396311040,93475459072,987852800,149442908160,348454,123057982,0,0
30-11 15:16:24,0.111,0.097,99.791,0,0,23396270080,93617713152,987852800,149304602624,348808,123042804,0,0
30-11 15:16:25,0.181,0.083,99.736,0,0,23396659200,93759709184,987852800,149166219264,349333,123041867,0,0
30-11 15:16:26,0.111,0.083,99.805,0,0,23396143104,93901635584,987860992,149027897344,347913,123040809,0,253952
30-11 15:16:27,0.125,0.097,99.777,0,0,23396151296,93902385152,987860992,149027594240,347279,123044870,0,0
30-11 15:16:28,0.056,0.361,99.472,0.111,0,23396212736,94045458432,987860992,148888006656,348317,122905537,0,1117208576
30-11 15:16:29,0.125,0.083,99.791,0,0,23396319232,94188613632,987860992,148748419072,347830,122717343,0,0
30-11 15:16:30,0.056,0.111,99.833,0,0,23396024320,94332411904,987860992,148608831488,348532,122856681,0,0
30-11 15:16:31,0.070,0.097,99.833,0,0,23395573760,94475304960,987860992,148469485568,348244,122718187,0,0
30-11 15:16:32,0.042,0.097,99.861,0,0,23396524032,94618411008,987869184,148329648128,348435,122921791,0,245760
30-11 15:16:33,0.125,0.417,99.347,0.111,0,23397466112,94712430592,987869184,148236750848,351241,123047556,0,1395974144
30-11 15:16:34,0.056,0.097,99.847,0,0,23397847040,94760636416,987869184,148190068736,348360,120853952,0,0
30-11 15:16:35,0.042,0.097,99.861,0,0,23398723584,94902931456,987869184,148050481152,345670,122469192,0,0
30-11 15:16:36,0.042,0.083,99.875,0,0,23398367232,95046795264,987869184,147910893568,342714,121629305,0,0
30-11 15:16:37,0.083,0.139,99.778,0,0,23398154240,95190151168,987869184,147771305984,346492,122241449,0,0
30-11 15:16:38,0.139,0.083,99.778,0,0,23397597184,95333662720,987873280,147631960064,346977,122739557,0,335872
30-11 15:16:39,0.097,0.111,99.791,0,0,23397023744,95477194752,987873280,147492614144,348809,122764837,0,0
30-11 15:16:40,0.083,0.083,99.833,0,0,23398150144,95477010432,987873280,147492134912,345981,123112776,0,0
30-11 15:16:41,0.042,0.042,99.916,0,0,23398068224,95620259840,987873280,147352547328,348304,122854893,0,0
30-11 15:16:42,0.111,0.083,99.805,0,0,23397830656,95763898368,987873280,147212959744,346690,122923521,0,0
30-11 15:16:43,0.028,0.042,99.930,0,0,23397740544,95907115008,987881472,147073372160,347920,122988389,0,147456
30-11 15:16:44,0.042,0.111,99.847,0,0,23397769216,96050044928,987881472,146934329344,349737,123041963,0,0
30-11 15:16:45,0.083,0.125,99.791,0,0,23397666816,96192921600,987881472,146795425792,338398,119840069,0,0
30-11 15:16:46,0.083,0.042,99.875,0,0,23397666816,96192921600,987881472,146795425792,347971,123043516,0,0
30-11 15:16:47,0.111,0.111,99.777,0,0,23397814272,96334540800,987881472,146657214464,343894,123110217,0,0
30-11 15:16:48,0.028,0.125,99.847,0,0,23397818368,96477585408,987881472,146518081536,347132,123042291,0,0
30-11 15:16:49,0.097,0.097,99.805,0,0,23397588992,96620163072,987889664,146379673600,349292,123041383,0,745472
30-11 15:16:50,0.056,0.125,99.819,0,0,23397605376,96762589184,987889664,146240327680,345035,123007260,0,0
30-11 15:16:51,0.042,0.097,99.861,0,0,23397703680,96906518528,987889664,146100604928,345449,122682302,0,0
30-11 15:16:52,0.056,0.042,99.903,0,0,23397507072,96906715136,987889664,146100604928,348975,123044172,0,0
30-11 15:16:53,0.014,0.125,99.861,0,0,23397703680,97049657344,987889664,145961017344,348145,122550619,0,0
30-11 15:16:54,0.028,0.083,99.889,0,0,23397691392,97191612416,987889664,145822703616,87574,30607408,0,0
30-11 15:16:55,0.014,0.014,99.972,0,0,23397601280,97192308736,987889664,145822425088,232,736,0,0
30-11 15:16:56,0.014,0.042,99.944,0,0,23397597184,97192308736,987893760,145822425088,713,1698,0,40960
30-11 15:16:57,0.014,0.056,99.931,0,0,23397588992,97192316928,987893760,145822425088,521,1610,0,0
30-11 15:16:58,0.014,0.014,99.972,0,0,23397588992,97192316928,987893760,145822425088,471,736,0,0
30-11 15:16:59,0.014,0.069,99.917,0,0,23397605376,97192300544,987893760,145822425088,292,1850,0,0
30-11 15:17:00,0.042,0.042,99.917,0,0,23397564416,97192341504,987893760,145822425088,640,2258,0,0
30-11 15:17:01,0.014,0.042,99.944,0,0,23397531648,97192374272,987893760,145822425088,472,736,0,0
30-11 15:17:02,0.014,0.042,99.944,0,0,23397588992,97192316928,987893760,145822425088,471,2034,0,0
30-11 15:17:03,0.056,0.056,99.889,0,0,23398621184,97191284736,987893760,145822425088,1711,1288,0,0
30-11 15:17:04,0.028,0.014,99.958,0,0,23397556224,97192349696,987893760,145822425088,1747,1954,0,606208
30-11 15:17:05,0.028,0.042,99.931,0,0,23397507072,97192398848,987893760,145822425088,412,1882,0,0
30-11 15:17:06,0.014,0,99.986,0,0,23397507072,97192398848,987893760,145822425088,1076,1288,0,0
30-11 15:17:07,0.042,0.042,99.917,0,0,23397416960,97192488960,987893760,145822425088,382,1360,0,131072
30-11 15:17:08,0.042,0.069,99.889,0,0,23397933056,97191972864,987893760,145822425088,1892,1458,0,0
30-11 15:17:09,0.014,0,99.986,0,0,23397933056,97191972864,987893760,145822425088,3250,1288,0,0
30-11 15:17:10,0.069,0.069,99.861,0,0,23397933056,97191972864,987893760,145822425088,3966,1634,0,0
30-11 15:17:11,0.042,0.056,99.903,0,0,23397416960,97192488960,987893760,145822425088,3464,2288,0,0
30-11 15:17:12,0.028,0,99.972,0,0,23397416960,97192488960,987893760,145822425088,1707,1288,0,0
30-11 15:17:13,0,0.083,99.917,0,0,23397408768,97192497152,987893760,145822425088,402,1946,0,0
30-11 15:17:14,0.042,0.056,99.903,0,0,23397441536,97192464384,987893760,145822425088,1661,1906,0,57344
30-11 15:17:15,0.014,0,99.986,0,0,23397441536,97192464384,987893760,145822425088,3184,1296,0,0
30-11 15:17:16,0.056,0.097,99.847,0,0,23397408768,97192497152,987893760,145822425088,3401,4666,0,0
30-11 15:17:17,0.014,0.069,99.917,0,0,23397416960,97192488960,987893760,145822425088,352,2392,0,0
30-11 15:17:18,0.014,0.028,99.958,0,0,23397416960,97192488960,987893760,145822425088,1130,1472,0,0
30-11 15:17:19,0.042,0.028,99.931,0,0,23397957632,97191940096,987893760,145822433280,1001,2066,0,139264
30-11 15:17:20,0,0.069,99.931,0,0,23397441536,97192456192,987901952,145822425088,471,2034,0,65536
30-11 15:17:21,0.028,0.014,99.958,0,0,23397441536,97192456192,987901952,145822425088,341,1296,0,0
30-11 15:17:22,0.028,0.056,99.917,0,0,23397433344,97192456192,987901952,145822433280,1139,1786,0,0
30-11 15:17:23,0.028,0.028,99.944,0,0,23397433344,97192456192,987901952,145822433280,604,1252,0,0
30-11 15:17:24,0.028,0.028,99.944,0,0,23397425152,97192464384,987901952,145822433280,1356,1784,0,0
30-11 15:17:25,0.056,0.028,99.917,0,0,23397490688,97192398848,987901952,145822433280,2820,1946,0,0
30-11 15:17:26,0.014,0.014,99.972,0,0,23397490688,97192398848,987901952,145822433280,2587,736,0,0
30-11 15:17:27,0.014,0.042,99.944,0,0,23397457920,97192431616,987901952,145822433280,1357,2178,0,0
30-11 15:17:28,0.028,0.069,99.903,0,0,23397416960,97192472576,987901952,145822433280,591,1346,0,0
30-11 15:17:29,0.014,0.014,99.972,0,0,23397416960,97192472576,987901952,145822433280,722,736,0,0
30-11 15:17:30,0.028,0.028,99.944,0,0,23397490688,97192398848,987901952,145822433280,710,2082,0,0
30-11 15:17:31,0.028,0.056,99.917,0,0,23397433344,97192456192,987901952,145822433280,482,2180,0,0
30-11 15:17:32,0,0.014,99.986,0,0,23397433344,97192456192,987901952,145822433280,661,736,0,0
30-11 15:17:33,0.014,0.042,99.944,0,0,23397482496,97192407040,987901952,145822433280,521,1874,0,0
30-11 15:17:34,0.028,0.042,99.931,0,0,23397425152,97192464384,987901952,145822433280,471,1778,0,0
30-11 15:17:35,0.014,0.014,99.972,0,0,23397425152,97192464384,987901952,145822433280,232,736,0,8192
30-11 15:17:36,0.014,0.056,99.931,0,0,23397425152,97192464384,987901952,145822433280,882,1826,0,0
30-11 15:17:37,0.028,0.056,99.917,0,0,23397457920,97192431616,987901952,145822433280,442,1480,0,0
30-11 15:17:38,0,0,100,0,0,23397457920,97192431616,987901952,145822433280,471,736,0,0
30-11 15:17:39,0.014,0.056,99.931,0,0,23397441536,97192448000,987901952,145822433280,521,2482,0,0
30-11 15:17:40,0.028,0.056,99.917,0,0,23397482496,97192407040,987901952,145822433280,717,2264,0,0
30-11 15:17:41,0.028,0.014,99.958,0,0,23397482496,97192407040,987901952,145822433280,292,736,0,0
30-11 15:17:42,0.014,0.042,99.944,0,0,23397425152,97192464384,987901952,145822433280,520,2626,0,0
30-11 15:17:43,0.028,0.056,99.917,0,0,23397433344,97192456192,987901952,145822433280,352,1442,0,0
30-11 15:17:44,0.014,0.014,99.972,0,0,23397433344,97192456192,987901952,145822433280,591,736,0,0
30-11 15:17:45,0.042,0.042,99.917,0,0,23397425152,97192464384,987901952,145822433280,3066,2018,0,49152
30-11 15:17:46,0.014,0.042,99.944,0,0,23397466112,97192423424,987901952,145822433280,1330,1618,0,0
30-11 15:17:47,0.028,0.042,99.931,0,0,23397466112,97192423424,987901952,145822433280,352,736,0,0
30-11 15:17:48,0.014,0.056,99.931,0,0,23397425152,97192464384,987901952,145822433280,640,2378,0,0
30-11 15:17:49,0.014,0.014,99.972,0,0,23397425152,97192464384,987901952,145822433280,352,736,0,0
30-11 15:17:50,0.042,0.056,99.903,0,0,23397425152,97192464384,987906048,145822429184,3537,1842,0,516096
30-11 15:17:51,0.042,0.028,99.931,0,0,23397441536,97192448000,987906048,145822429184,581,2522,0,0
30-11 15:17:52,0.014,0.014,99.972,0,0,23397441536,97192448000,987906048,145822429184,471,736,0,0
30-11 15:17:53,0.014,0.056,99.931,0,0,23397429248,97192456192,987906048,145822433280,232,1410,0,0
30-11 15:17:54,0.778,0.042,99.181,0,0,23397486592,97192398848,987906048,145822433280,3553561,2816,0,0
30-11 15:17:55,1.278,0,98.722,0,0,23397482496,97192398848,987910144,145822433280,7644795,842,0,57344
30-11 15:17:56,0.083,0.083,99.833,0,0,23397425152,97192456192,987910144,145822433280,37357,2418,0,0
30-11 15:17:57,0.014,0.056,99.931,0,0,23397507072,97192374272,987910144,145822433280,521,2314,0,0
30-11 15:17:58,0.014,0.028,99.958,0,0,23397507072,97192374272,987910144,145822433280,411,736,0,0
30-11 15:17:59,0.069,0.056,99.875,0,0,23398912000,97190969344,987910144,145822433280,2328,4824,0,0
30-11 15:18:00,0.042,0.042,99.917,0,0,23398912000,97190969344,987910144,145822433280,646,2994,0,0
30-11 15:18:01,0,0.028,99.972,0,0,23398912000,97190969344,987914240,145822429184,412,736,0,57344
30-11 15:18:02,0.028,0.042,99.931,0,0,23398903808,97190977536,987914240,145822429184,411,1866,0,0
30-11 15:18:03,0,0.056,99.944,0,0,23398350848,97191526400,987914240,145822433280,593,2106,0,0
30-11 15:18:04,0.028,0.014,99.958,0,0,23398350848,97191526400,987914240,145822433280,1641,736,0,0
30-11 15:18:05,0.014,0.042,99.944,0,0,23398293504,97191583744,987914240,145822433280,1332,1594,0,0
30-11 15:18:06,0.042,0.069,99.889,0,0,23398277120,97191600128,987914240,145822433280,1538,2602,0,0
30-11 15:18:07,0.014,0.042,99.944,0,0,23398064128,97191813120,987918336,145822429184,382,790,0,49152
30-11 15:18:08,0.042,0.042,99.917,0,0,23398072320,97191804928,987918336,145822429184,1117,1602,0,0
30-11 15:18:09,0.056,0.042,99.903,0,0,23398617088,97191804928,987918336,145821884416,1936,1288,0,0
