"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 1.0_20g.csv 1",,,,"Date:","26 Nov 2025 14:37:51 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
"time","usr","sys","idl","wai","stl","used","free","buff","cach","recv","send","read","writ"
26-11 14:38:46,21.918,2.224,75.830,0.028,0,26599198720,84451975168,688934912,155244474368,3967,5557,0,838123520,
26-11 14:38:47,20.950,1.620,77.430,0,0,26515341312,84624171008,688947200,155159797760,16928,5767,0,819200,
26-11 14:38:48,13.120,0.819,86.061,0,0,26684145664,84314632192,688947200,155297280000,18912,8613,0,0,
26-11 14:38:49,9.891,0.904,89.204,0,0,26467328000,84527345664,688947200,155299827712,19667,9246,0,0,
26-11 14:38:50,17.751,1.098,81.151,0,0,26625028096,84295012352,688947200,155373522944,4690,7806,0,65536,
26-11 14:38:51,21.706,1.380,76.913,0,0,27159130112,83541860352,688947200,155586093056,6692,5758,0,0,
26-11 14:38:52,23.294,1.713,74.937,0.056,0,27539955712,83093073920,688959488,155651399680,18342,5647,0,838426624,
26-11 14:38:53,16.695,1.383,81.922,0,0,27038224384,83558580224,688959488,155687391232,17427,4661,0,65536,
26-11 14:38:54,19.709,1.456,78.835,0,0,27180609536,83383975936,688959488,155719000064,20466,6919,0,65536,
26-11 14:38:55,21.024,1.374,77.602,0,0,27078565888,83411406848,688959488,155792826368,5329,4736,0,65536,
26-11 14:38:56,21.564,1.494,76.941,0,0,27522711552,82765754368,688959488,155988459520,19045,8025,0,0,
26-11 14:38:57,14.359,1.323,84.290,0.028,0,27688460288,82511798272,688971776,156074708992,18218,7201,0,840663040,
26-11 14:38:58,13.482,1.625,84.893,0,0,26751623168,83320156160,688971776,156198076416,4462,5346,0,131072,
26-11 14:38:59,18.942,1.155,79.903,0,0,27117191168,82941440000,688971776,156211744768,15834,5838,0,0,
26-11 14:39:00,11.649,0.865,87.486,0,0,26738053120,83197566976,688971776,156331978752,4522,7547,0,65536,
26-11 14:39:01,20.301,1.810,77.889,0,0,27182817280,82599264256,688971776,156480995328,17487,5999,0,0,
26-11 14:39:02,12.342,1.598,85.990,0.069,0,26860224512,82986659840,688996352,156417138688,3696,5772,0,1117863936,
26-11 14:39:03,20.262,1.322,78.416,0,0,26677182464,82970550272,688996352,156611829760,16302,7870,0,65536,
26-11 14:39:04,8.256,0.597,91.147,0,0,26711887872,82992168960,688996352,156556664832,20604,9725,0,0,
26-11 14:39:05,13.516,1.097,85.387,0,0,26433912832,83061886976,688996352,156760121344,6057,8696,0,65536,
26-11 14:39:06,16.049,1.027,82.924,0,0,26783117312,82701844480,688996352,156769976320,4847,8649,0,0,
26-11 14:39:07,8.976,1.108,89.916,0,0,26341617664,82997915648,689008640,156912414720,6197,8252,0,712704,
26-11 14:39:08,6.972,1.016,91.970,0.042,0,25903730688,83361415168,689008640,156985085952,18841,9155,0,558735360,
26-11 14:39:09,3.130,0.487,96.383,0,0,25241899008,84106723328,689008640,156903612416,7941,13217,0,131072,
26-11 14:39:10,8.943,0.446,90.612,0,0,25466445824,83810361344,689008640,156974432256,7724,8661,0,0,
26-11 14:39:11,1.515,0.083,98.402,0,0,25466675200,83772833792,689008640,157010964480,4459,7192,0,0,
26-11 14:39:12,2.183,0.306,97.511,0,0,25470353408,83623383040,689020928,157152948224,5701,8493,0,532480,
26-11 14:39:13,0.933,0.487,98.496,0.084,0,24899715072,84310503424,689020928,157039742976,7449,8210,0,1117347840,
26-11 14:39:14,0.167,0.028,99.805,0,0,24899964928,84310343680,689020928,157039751168,6985,7440,0,0,
26-11 14:39:15,0.181,0.042,99.778,0,0,24900206592,84310085632,689020928,157039767552,7082,8415,0,0,
26-11 14:39:16,1.237,0.236,98.527,0,0,24944947200,84264779776,689020928,157039906816,4991,4017,0,0,
26-11 14:39:17,4.848,0.417,94.735,0,0,25108148224,84100866048,689033216,157040041984,3921,3200,0,507904,
26-11 14:39:18,10.102,1.099,88.744,0.056,0,25407877120,83799588864,689033216,157040492544,7258,5548,0,837943296,
26-11 14:39:19,13.246,0.958,85.796,0,0,25743302656,83462815744,689033216,157040934912,16720,4457,0,0,
26-11 14:39:20,15.022,1.084,83.894,0,0,26097876992,83106787328,689033216,157041381376,11054,4964,0,0,
26-11 14:39:21,24.399,1.571,74.030,0,0,26663084032,82464399360,689033216,157115752448,11453,5244,0,0,
26-11 14:39:22,27.279,1.617,71.104,0,0,27417362432,81633808384,689045504,157190004736,9434,4688,0,802816,
26-11 14:39:23,26.455,1.292,72.252,0,0,28041134080,80807362560,689045504,157387771904,16259,7977,0,0,
26-11 14:39:24,12.580,1.113,86.251,0.056,0,28087050240,80642621440,689045504,157502869504,10658,6625,0,837877760,
26-11 14:39:25,10.464,1.056,88.480,0,0,27526995968,81039466496,689045504,157662429184,3113,6626,0,65536,
26-11 14:39:26,15.165,1.208,83.627,0,0,27216416768,81213919232,689045504,157795766272,5570,9177,0,65536,
26-11 14:39:27,9.773,1.030,89.197,0,0,26812350464,81557200896,689057792,157854072832,5307,5138,0,729088,
26-11 14:39:28,13.684,1.432,84.884,0,0,26541326336,81741709312,689057792,157937381376,4559,5284,0,65536,
26-11 14:39:29,20.488,1.672,77.784,0.056,0,26539765760,81802854400,689057792,157879283712,11609,7324,0,838631424,
26-11 14:39:30,15.200,1.116,83.684,0,0,26302099456,82040946688,689057792,157879349248,11113,5507,0,65536,
26-11 14:39:31,16.031,1.145,82.824,0,0,26613547008,81653325824,689057792,157953601536,13688,8759,0,0,
26-11 14:39:32,21.178,1.000,77.823,0,0,27006521344,81183416320,689070080,158027853824,13856,9289,0,802816,
26-11 14:39:33,17.543,0.874,81.584,0,0,27294437376,80690589696,689070080,158227898368,14334,9786,0,0,
26-11 14:39:34,23.439,1.346,75.160,0.056,0,27742744576,80128712704,689070080,158338113536,3741,7837,0,838901760,
26-11 14:39:35,6.830,0.861,92.310,0,0,27173928960,80563834880,689070080,158469345280,4753,8056,0,65536,
26-11 14:39:36,5.916,0.764,93.320,0,0,26633142272,80992837632,689070080,158577868800,6476,9904,0,65536,
26-11 14:39:37,7.835,1.002,91.163,0,0,26225745920,81325838336,689082368,158650933248,6724,9524,0,704512,
26-11 14:39:38,10.194,1.171,88.635,0,0,25357164544,82270466048,689082368,158577057792,5455,8299,0,131072,
26-11 14:39:39,9.720,0.696,89.584,0,0,25567657984,82059788288,689082368,158577119232,20656,10499,0,0,
26-11 14:39:40,9.666,0.766,89.499,0.070,0,25741930496,81885405184,689082368,158577131520,20274,9859,0,837664768,
26-11 14:39:41,16.932,0.860,82.208,0,0,26136145920,81414811648,689082368,158651510784,5988,7719,0,0,
26-11 14:39:42,17.070,0.946,81.984,0,0,26531831808,80942710784,689094656,158725468160,20520,10696,0,696320,
26-11 14:39:43,10.856,0.669,88.475,0,0,26704392192,80642244608,689094656,158849921024,5545,5217,0,0,
26-11 14:39:44,20.506,1.710,77.784,0,0,27133939712,80075964416,689094656,158982258688,18689,7150,0,0,
26-11 14:39:45,14.715,1.057,84.214,0.014,0,26844061696,80417624064,689094656,158931251200,996565,10343,0,279502848,
26-11 14:39:46,20.995,1.412,77.593,0,0,26716545024,80339394560,689094656,159132172288,20910,8097,0,65536,
26-11 14:39:47,12.644,1.198,86.158,0,0,26910085120,80207269888,689106944,159071051776,17888,6470,0,729088,
26-11 14:39:48,21.937,1.584,76.480,0,0,26841911296,80072196096,689106944,159269773312,3521,7403,0,65536,
26-11 14:39:49,19.070,1.170,79.760,0,0,27235958784,79662260224,689106944,159284830208,18238,9718,0,0,
26-11 14:39:50,10.396,1.190,88.414,0,0,26748002304,80028475392,689106944,159403872256,18080,7503,0,598016,
26-11 14:39:51,19.021,1.359,79.620,0,0,27133022208,79512727552,689106944,159530528768,3583,5451,0,0,
26-11 14:39:52,15.498,1.280,83.222,0,0,26900733952,79710040064,689119232,159563915264,4985,5424,0,753664,
26-11 14:39:53,23.217,1.536,75.248,0,0,26897010688,79579222016,689119232,159695794176,20394,6627,0,65536,
26-11 14:39:54,20.148,1.352,78.501,0,0,27246473216,79206629376,689119232,159718195200,18312,9394,0,0,
26-11 14:39:55,9.220,0.960,89.751,0.070,0,26718068736,79693135872,689119232,159759900672,18424,9687,0,837771264,
26-11 14:39:56,13.272,0.666,86.061,0,0,26394640384,79931047936,689119232,159842803712,4452,8736,0,65536,
26-11 14:39:57,17.355,1.126,81.519,0,0,26775031808,79380185088,689131520,160008519680,3735,4719,0,679936,
26-11 14:39:58,14.653,1.211,84.136,0,0,27089825792,78980362240,689131520,160090140672,2564,3616,0,0,
26-11 14:39:59,15.559,1.546,82.895,0,0,26838188032,79150338048,689131520,160169177088,18817,8030,0,65536,
26-11 14:40:00,13.562,1.182,85.255,0,0,26484867072,79560151040,689131520,160114294784,19374,9574,0,65536,
26-11 14:40:01,18.149,1.310,80.485,0.056,0,26347696128,79622598656,689131520,160187650048,20034,9981,0,838803456,
26-11 14:40:02,24.450,0.947,74.603,0,0,26931961856,78961389568,689143808,160262234112,4032,7247,0,811008,
26-11 14:40:03,12.895,1.224,85.881,0,0,27116343296,78613434368,689143808,160421654528,18173,6711,0,0,
26-11 14:40:04,16.188,1.282,82.530,0,0,27408142336,78220595200,689143808,160519651328,2280,3647,0,0,
26-11 14:40:05,20.654,1.627,77.719,0,0,27268059136,78229352448,689143808,160648687616,18841,7092,0,65536,
26-11 14:40:06,12.370,1.419,86.128,0.083,0,26868977664,78670987264,689143808,160607232000,18370,6762,0,1116848128,
26-11 14:40:07,16.685,1.199,82.116,0,0,26652934144,78699728896,689156096,160790036480,4326,7619,0,843776,
26-11 14:40:08,20.319,1.429,78.252,0,0,27119403008,78200082432,689156096,160820957184,17765,6476,0,0,
26-11 14:40:09,14.795,1.044,84.161,0,0,26830790656,78383865856,689156096,160924004352,2048,3831,0,65536,
26-11 14:40:10,20.596,1.531,77.874,0,0,27235987456,77833838592,689156096,161064734720,17766,8762,0,0,
26-11 14:40:11,9.503,0.875,89.594,0.028,0,26737016832,78372302848,689156096,161026187264,21186,11021,0,280444928,
26-11 14:40:12,16.862,1.295,81.843,0,0,26534965248,78384275456,689168384,161211305984,7769,5081,0,819200,
26-11 14:40:13,22.015,1.421,76.564,0,0,27032596480,77856604160,689168384,161239822336,4538,6972,0,0,
26-11 14:40:14,12.382,1.109,86.509,0,0,26674593792,78095749120,689180672,161356349440,19621,9525,0,614400,
26-11 14:40:15,16.926,1.055,82.019,0,0,26941460480,77764837376,689180672,161418891264,19669,11701,0,0,
26-11 14:40:16,5.434,0.598,93.969,0,0,26383634432,78303047680,689180672,161437810688,7273,11698,0,33423360,
26-11 14:40:17,10.841,0.708,88.381,0.069,0,26035658752,78568685568,689180672,161518219264,7953,8485,0,804814848,
26-11 14:40:18,4.009,0.375,95.617,0,0,26050678784,78443417600,689180672,161625616384,3464,4257,0,0,
26-11 14:40:19,7.679,1.208,91.112,0,0,26193772544,78196805632,689192960,161724993536,5210,7307,0,679936,
26-11 14:40:20,10.127,1.002,88.872,0,0,25370247168,79097917440,689192960,161649504256,7822,10910,0,131072,
26-11 14:40:21,11.876,0.990,87.134,0,0,25667719168,78799880192,689192960,161649823744,21016,10419,0,0,
26-11 14:40:22,11.302,0.725,87.890,0.084,0,25874382848,78592593920,689192960,161650151424,22124,13500,0,837926912,
26-11 14:40:23,13.402,0.570,86.028,0,0,26127958016,78263029760,689192960,161724108800,22489,10808,0,0,
26-11 14:40:24,11.664,0.416,87.920,0,0,26367369216,77947826176,689205248,161798053888,6175,7837,0,679936,
26-11 14:40:25,11.168,0.570,88.262,0,0,26589573120,77528236032,689205248,161990492160,6085,7765,0,0,
26-11 14:40:26,5.776,0.668,93.556,0,0,26603450368,77422637056,689205248,162079723520,1017602,7381,0,0,
26-11 14:40:27,3.934,1.015,94.982,0.070,0,25479020544,78502604800,689205248,162123087872,9838,7318,0,837976064,
26-11 14:40:28,5.024,0.598,94.378,0,0,25605087232,78432919552,689205248,162068389888,8796,5186,0,0,
26-11 14:40:29,5.129,0.638,94.233,0,0,25198841856,78839873536,689217536,162068320256,4580,3931,0,679936,
26-11 14:40:30,3.284,0.167,96.549,0,0,25229074432,78809698304,689217536,162068328448,13850,5418,0,0,
26-11 14:40:31,1.792,0.097,98.111,0,0,25230684160,78778150912,689217536,162097631232,4279,2612,0,0,
26-11 14:40:32,1.126,0.375,98.456,0.042,0,24893652992,79074205696,689221632,162138578944,1697,3615,0,559407104,
26-11 14:40:33,0.042,0.028,99.931,0,0,24893632512,79074115584,689233920,162138578944,1413,2515,0,532480,
26-11 14:40:34,0.153,0.083,99.764,0,0,24901857280,79065411584,689233920,162138587136,1526,1901,0,0,
26-11 14:40:35,4.031,0.445,95.525,0,0,25030352896,78936723456,689233920,162138714112,1934,2478,0,0,
26-11 14:40:36,5.461,0.264,94.275,0,0,25192165376,78774603776,689233920,162139017216,1234,2578,0,0,
26-11 14:40:37,1.894,1.378,96.728,0,0,25205760000,78668546048,689233920,162228318208,89023043,227549,0,73515008,
26-11 14:40:38,0.890,1.837,97.175,0.097,0,25205739520,78451539968,689246208,162439368704,120892799,340921,0,1044250624,
26-11 14:40:39,0.793,1.698,97.509,0,0,25206845440,78309257216,689246208,162576834560,122130611,341026,0,0,
26-11 14:40:40,2.419,2.294,95.287,0,0,25215455232,78137245696,689246208,162735521792,123041665,289192,0,0,
26-11 14:40:41,1.780,2.308,95.912,0,0,25216962560,77931466752,689246208,162934034432,123069762,281998,0,0,
26-11 14:40:42,1.903,1.972,96.125,0,0,25217179648,77680291840,689246208,163177631744,122913188,343336,0,0,
26-11 14:40:43,1.821,2.030,96.066,0.083,0,25218277376,77274722304,689254400,163570294784,122887411,345292,0,839639040,
26-11 14:40:44,2.014,1.806,96.181,0,0,25219858432,76949553152,689254400,163885449216,122121372,343048,0,0,
26-11 14:40:45,1.724,1.752,96.524,0,0,25223045120,76626071552,689254400,164196216832,122415904,344524,0,0,
26-11 14:40:46,1.750,1.902,96.348,0,0,25225097216,76306837504,689254400,164504948736,123070307,345424,0,0,
26-11 14:40:47,1.821,1.807,96.372,0,0,25225330688,75990159360,689254400,164812902400,123115959,345820,0,0,
26-11 14:40:48,1.917,2.112,95.873,0.097,0,25233604608,77133684736,689270784,163691655168,122975884,346108,0,1667678208,
26-11 14:40:49,1.766,0.820,97.413,0,0,25244188672,76952186880,689270784,163858001920,121948461,338062,0,428376064,
26-11 14:40:50,1.307,0.487,98.206,0,0,25244921856,76619714560,689270784,164180766720,123041220,345424,0,0,
26-11 14:40:51,1.403,0.375,98.221,0,0,25244700672,76287500288,689270784,164504125440,123060488,346042,0,0,
26-11 14:40:52,1.377,0.320,98.303,0,0,25245655040,75954929664,689270784,164827070464,123036559,345292,0,0,
26-11 14:40:53,1.377,0.445,98.179,0,0,25244790784,75622326272,689283072,165151186944,123061015,345424,0,901120,
26-11 14:40:54,1.266,0.431,98.303,0,0,25244971008,75289972736,689283072,165474402304,123039532,346372,0,0,
26-11 14:40:55,1.431,0.708,97.861,0,0,25247739904,76420775936,689283072,164370968576,123036939,345556,0,0,
26-11 14:40:56,1.444,0.514,98.042,0,0,25247903744,76091768832,689283072,164691410944,122988268,345358,0,0,
26-11 14:40:57,1.320,0.542,98.139,0,0,25248088064,75761537024,689283072,165012467712,123161408,346438,0,0,
26-11 14:40:58,1.319,0.555,98.126,0,0,25247686656,75431804928,689291264,165333655552,122992750,345292,0,425984,
26-11 14:40:59,1.251,0.473,98.276,0,0,25248313344,75100491776,689291264,165655392256,123061718,346516,0,0,
26-11 14:41:00,1.322,0.529,98.150,0,0,25249488896,74769797120,689291264,165975969792,123044010,349138,0,0,
26-11 14:41:01,3.018,1.029,95.953,0,0,25276952576,74417774592,689315840,166290956288,123063793,347904,8192,516096,
26-11 14:41:02,1.571,0.681,97.748,0,0,25268727808,75563515904,689315840,165183819776,121102916,346013,0,0,
26-11 14:41:03,1.307,0.514,98.179,0,0,25268969472,75234799616,689315840,165503750144,122503024,344656,0,0,
26-11 14:41:04,1.377,0.362,98.261,0,0,25268916224,74905583616,689315840,165824053248,122326840,344022,0,106496,
26-11 14:41:05,1.445,0.473,98.082,0,0,25271083008,74571202560,689315840,166144786432,122634183,349046,0,0,
26-11 14:41:06,1.390,0.473,98.137,0,0,25271803904,74239737856,689328128,166466654208,123065513,346822,0,221184,
26-11 14:41:07,4.712,0.500,94.788,0,0,25415925760,73788157952,689328128,166765977600,115994229,321268,0,0,
26-11 14:41:08,1.334,0.542,98.125,0,0,25415557120,73456320512,689328128,167088750592,122985756,348238,0,0,
26-11 14:41:09,1.388,0.805,97.779,0.028,0,25416581120,74588594176,689328128,165985853440,122420020,345890,0,559349760,
26-11 14:41:10,1.334,0.486,98.180,0,0,25415655424,74261168128,689328128,166305660928,122607262,344866,0,0,
26-11 14:41:11,1.500,0.500,98.000,0,0,25416040448,73932152832,689336320,166625800192,122893647,345714,0,335872,
26-11 14:41:12,1.294,0.473,98.233,0,0,25415462912,73602211840,689336320,166947241984,123039532,346372,0,0,
26-11 14:41:13,1.613,0.501,97.886,0,0,25416085504,73271705600,689336320,167267889152,123036241,346220,0,0,
26-11 14:41:14,1.416,1.250,96.862,0.472,0,25417764864,72939466752,689438720,167589392384,123029460,346400,0,4425760768,
26-11 14:41:15,1.612,0.945,97.151,0.292,0,25415811072,72612560896,689471488,167909642240,122374816,343627,0,2553602048,
26-11 14:41:16,1.126,0.709,98.164,0,0,25415942144,73741504512,689483776,166810406912,122607046,345144,0,376832,
26-11 14:41:17,1.251,0.528,98.220,0,0,25415471104,73411665920,689483776,167132221440,122851195,345834,0,0,
26-11 14:41:18,1.418,0.473,98.110,0,0,25415757824,73080877056,689483776,167453712384,122969175,345712,0,0,
26-11 14:41:19,2.097,0.514,97.389,0,0,25430753280,72735895552,689483776,167775297536,123016832,346236,0,0,
26-11 14:41:20,1.389,1.028,97.207,0.375,0,25416974336,72417918976,689483776,168097468416,123062594,346926,0,3463872512,
26-11 14:41:21,1.432,1.446,96.330,0.792,0,25418301440,72086683648,689496064,168418496512,123039070,346042,0,6664708096,
26-11 14:41:22,1.375,0.597,97.916,0.111,0,25416925184,71757295616,689496064,168740544512,123063333,346414,0,760848384,
26-11 14:41:23,1.433,0.529,98.038,0,0,25417519104,72884457472,689496064,167643111424,123037320,346026,0,0,
26-11 14:41:24,1.321,0.514,98.165,0,0,25417539584,72553664512,689496064,167964762112,123032387,346042,0,0,
26-11 14:41:25,1.321,0.501,98.178,0,0,25417781248,72222892032,689496064,168286412800,123038891,346408,0,0,
26-11 14:41:26,1.265,0.598,98.138,0,0,25417232384,71894257664,689508352,168606564352,120844263,345979,0,524288,
26-11 14:41:27,1.432,1.251,96.901,0.417,0,25418522624,71563534336,689508352,168927559680,122446165,344498,0,4187684864,
26-11 14:41:28,1.362,0.542,98.096,0,0,25417592832,71234719744,689508352,169247830016,122053262,344300,0,0,
26-11 14:41:29,1.320,0.500,98.180,0,0,25417924608,70904438784,689508352,169568866304,122094810,343942,0,0,
26-11 14:41:30,1.376,0.514,98.110,0,0,25417449472,72033230848,689508352,168471040000,122937483,346648,0,0,
26-11 14:41:31,1.376,0.542,98.082,0,0,25408937984,71712333824,689520640,168791871488,123054742,346528,0,491520,
26-11 14:41:32,1.375,0.417,98.208,0,0,25408495616,71383158784,689520640,169112322048,122470942,344170,0,0,
26-11 14:41:33,1.458,1.319,96.780,0.444,0,25408897024,71053500416,689520640,169432662016,122453122,345274,0,4188749824,
26-11 14:41:34,1.443,0.472,98.085,0,0,25408815104,70723960832,689520640,169753333760,122082000,343786,0,0,
26-11 14:41:35,1.238,0.515,98.247,0,0,25410187264,70393942016,689520640,170073645056,122516601,344236,0,0,
26-11 14:41:36,1.515,0.403,98.082,0,0,25409822720,70064881664,689532928,170393821184,122565039,345514,0,442368,
26-11 14:41:37,1.515,0.681,97.804,0,0,25409748992,71197020160,689532928,169292193792,122259790,343658,0,0,
26-11 14:41:38,1.266,0.570,98.038,0.125,0,25409794048,70865518592,689532928,169615298560,122962305,345358,0,1116782592,
26-11 14:41:39,1.444,0.514,98.042,0,0,25410125824,70533038080,689532928,169938120704,123056926,346915,0,0,
26-11 14:41:40,1.347,0.556,98.097,0,0,25409794048,70200901632,689532928,170261606400,123053942,345922,0,0,
26-11 14:41:41,1.322,0.362,98.317,0,0,25409519616,69867556864,689541120,170586128384,123058408,345490,0,376832,
26-11 14:41:42,1.389,0.472,98.138,0,0,25409925120,69534445568,689541120,170909900800,123031310,346682,0,0,
26-11 14:41:43,1.556,0.472,97.972,0,0,25410285568,69201666048,689541120,171233218560,122977159,345988,0,0,
26-11 14:41:44,1.266,1.113,97.177,0.445,0,25409568768,70330023936,689541120,170135830528,123031853,345820,0,4187725824,
26-11 14:41:45,1.293,0.445,98.261,0,0,25409802240,69999730688,689541120,170457251840,123080310,347208,0,0,
26-11 14:41:46,1.739,0.515,97.747,0,0,25409757184,69670789120,689553408,170777587712,123027408,346698,0,663552,
