"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.05_20g.csv 1",,,,"Date:","26 Nov 2025 00:23:36 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
26-11 00:23:57,6.508,0.459,93.033,0,0,24672235520,110919270400,635695104,131438604288,5981,8363,0,401408
26-11 00:23:58,9.904,0.696,89.400,0,0,24914780160,110635483136,635695104,131478446080,18235,9573,0,0
26-11 00:23:59,17.577,1.045,81.379,0,0,25369649152,110144000000,635695104,131513180160,6195,4524,0,0
26-11 00:24:00,14.536,1.041,84.423,0,0,25683734528,109733482496,635695104,131606880256,17629,5943,0,0
26-11 00:24:01,28.149,1.583,70.268,0,0,26386722816,108860338176,635695104,131772100608,19634,9191,0,0
26-11 00:24:02,12.453,0.763,86.784,0,0,25944317952,109370560512,635707392,131706466304,19258,11584,0,524288
26-11 00:24:03,11.446,1.056,87.457,0.042,0,26055114752,109021089792,635707392,131937992704,5475,8377,0,598138880
26-11 00:24:04,16.072,1.045,82.883,0,0,25831247872,109262131200,635707392,131921694720,5366,8364,0,0
26-11 00:24:05,19.772,1.278,78.950,0,0,26279796736,108584640512,635707392,132144316416,18935,9774,0,0
26-11 00:24:06,18.213,1.389,80.397,0,0,26079490048,108724662272,635707392,132202512384,6497,10418,0,0
26-11 00:24:07,11.657,1.201,87.142,0,0,25707085824,108941185024,635719680,132354834432,16916566,58769,0,737280
26-11 00:24:08,8.295,2.904,88.745,0.056,0,25281167360,109253906432,635719680,132465315840,122935381,325794,0,837525504
26-11 00:24:09,8.928,1.267,89.805,0,0,25477980160,109009096704,635723776,132511825920,122646263,292454,0,279175168
26-11 00:24:10,11.768,1.586,86.646,0,0,25709965312,108517072896,635723776,132764049408,120974907,267268,0,0
26-11 00:24:11,13.486,1.781,84.732,0,0,25462525952,108610711552,635723776,132913135616,122894491,249259,0,15007744
26-11 00:24:12,28.750,2.085,69.151,0.014,0,26225541120,107810394112,635736064,132947804160,117117842,256832,0,264986624
26-11 00:24:13,15.806,1.426,82.768,0,0,26504282112,107382030336,635736064,133092749312,118750609,261673,0,0
26-11 00:24:14,21.258,1.579,77.163,0,0,26888978432,106664628224,635736064,133416968192,123030080,282703,0,0
26-11 00:24:15,17.613,1.405,80.982,0,0,26563076096,106761994240,635736064,133639610368,120915285,291259,0,65536
26-11 00:24:16,7.017,0.917,92.038,0.028,0,26571149312,106534539264,635736064,133853495296,120358584,328678,0,279175168
26-11 00:24:17,13.620,1.409,84.971,0,0,26230202368,106531291136,635748352,134189105152,119032129,326601,0,581632
26-11 00:24:18,7.185,1.490,91.312,0.014,0,26307731456,106247684096,635748352,134389846016,119536928,310661,0,279175168
26-11 00:24:19,9.961,1.876,88.163,0,0,25926049792,106442121216,635748352,134571327488,119900281,283854,0,279240704
26-11 00:24:20,11.483,1.999,86.518,0,0,25026564096,107196993536,635748352,134712389632,123047567,260455,0,279306240
26-11 00:24:21,10.600,1.488,87.912,0,0,25177448448,106913116160,635748352,134841626624,120285681,264778,0,279175168
26-11 00:24:22,7.331,0.778,91.891,0,0,25205641216,106639544320,635760640,135080656896,120437661,313777,0,745472
26-11 00:24:23,11.876,0.918,87.206,0,0,25429315584,106100256768,635760640,135387697152,121066677,340967,0,0
26-11 00:24:24,13.645,1.323,85.032,0,0,25730510848,105471479808,635760640,135705903104,121005143,312703,0,0
26-11 00:24:25,9.610,1.003,89.387,0,0,25907904512,104827924480,635760640,136159121408,119500562,327907,0,0
26-11 00:24:26,8.775,1.418,89.807,0,0,25460486144,104818667520,635760640,136603938816,123042493,354242,0,65536
26-11 00:24:27,4.799,0.890,94.269,0.042,0,24896782336,105194049536,635772928,136787353600,119554737,348041,0,279699456
26-11 00:24:28,8.042,0.890,91.067,0,0,25119039488,104680824832,635772928,137069875200,118472819,338313,0,279175168
26-11 00:24:29,4.974,0.822,94.204,0,0,25206734848,105730334720,635772928,135963295744,119049920,336671,0,0
26-11 00:24:30,9.077,0.973,89.950,0,0,25391665152,105104752640,635772928,136392003584,118987428,342573,0,0
26-11 00:24:31,5.585,1.042,93.373,0,0,24882708480,105328578560,635772928,136669454336,123073583,356580,0,65536
26-11 00:24:32,5.829,0.779,93.364,0.028,0,24970285056,105025064960,635785216,136879198208,119205789,340653,0,279715840
26-11 00:24:33,14.224,0.847,84.928,0,0,25383772160,104252342272,635785216,137229123584,119095243,340404,0,1130496
26-11 00:24:34,6.233,0.598,93.168,0,0,25456762880,103835754496,635785216,137563922432,120396014,346177,0,0
26-11 00:24:35,7.630,0.989,91.381,0,0,25550684160,103410671616,635785216,137884766208,120043689,339565,0,0
26-11 00:24:36,16.290,1.496,82.214,0,0,25463648256,103067324416,635785216,138303856640,119321090,340376,0,65536
26-11 00:24:37,10.457,1.365,88.151,0.028,0,25690914816,104069697536,635797504,137105022976,123109967,353517,0,279863296
26-11 00:24:38,12.032,1.351,86.576,0.042,0,25882746880,103534391296,635797504,137439219712,120045241,343092,0,560422912
26-11 00:24:39,17.285,1.436,81.280,0,0,25775726592,103346556928,635797504,137726418944,121376053,348627,0,65536
26-11 00:24:40,18.419,1.389,80.178,0.014,0,26240176128,102617174016,635797504,137983275008,119206873,336759,0,279175168
26-11 00:24:41,13.190,1.143,85.666,0,0,26447843328,101997600768,635797504,138383577088,118944958,335411,0,0
26-11 00:24:42,19.692,1.514,78.795,0,0,26342035456,101648887808,635809792,138826559488,119641990,340027,0,827392
26-11 00:24:43,16.989,1.807,81.176,0.028,0,26136219648,101562032128,635809792,139109482496,122633531,347016,0,472875008
26-11 00:24:44,13.243,1.295,85.434,0.028,0,26368409600,100957888512,635809792,139471114240,118931921,335386,0,365117440
26-11 00:24:45,19.850,1.713,78.437,0,0,26288803840,100572835840,635809792,139923116032,119895624,339477,0,65536
26-11 00:24:46,13.163,1.586,85.223,0.028,0,25902030848,100679499776,635809792,140194365440,119705415,340527,0,279240704
26-11 00:24:47,16.406,1.798,81.795,0,0,26289844224,101297639424,635822080,139216117760,119121040,335603,0,279969792
26-11 00:24:48,15.577,1.160,83.263,0,0,26058575872,101249003520,635822080,139490684928,123028195,352693,0,65536
26-11 00:24:49,9.712,1.334,88.884,0.069,0,26136006656,100773969920,635826176,139877101568,120764536,340492,0,837582848
26-11 00:24:50,17.610,1.669,80.721,0,0,26004893696,100438659072,635826176,140330229760,119830327,338676,0,65536
26-11 00:24:51,15.310,1.642,83.034,0.014,0,25791893504,100453761024,635838464,140522647552,120950598,344700,0,279240704
26-11 00:24:52,15.060,1.403,83.537,0,0,26088013824,99773939712,635858944,140896161792,120389777,341242,0,279994368
26-11 00:24:53,16.326,1.363,82.311,0,0,25912889344,99627819008,635858944,141209038848,121040582,344238,0,65536
26-11 00:24:54,11.190,1.624,86.880,0.305,0,26141425664,99058905088,635858944,141541052416,123002341,352002,0,3629473792
26-11 00:24:55,11.178,1.003,87.819,0,0,26365890560,98283978752,635858944,142077329408,120509573,343597,0,0
26-11 00:24:56,5.759,1.294,92.948,0,0,25929404416,99819855872,635858944,141007220736,121967396,352551,0,65536
26-11 00:24:57,4.270,1.141,94.575,0.014,0,25363070976,100112347136,635871232,141274054656,118962529,339142,0,279961600
26-11 00:24:58,2.750,1.097,96.152,0,0,24795459584,100492271616,635871232,141456314368,118365246,339337,0,279240704
26-11 00:24:59,3.442,1.069,95.392,0.097,0,24923394048,100073746432,635883520,141739106304,119192723,340276,0,1322885120
26-11 00:25:00,8.104,1.184,90.546,0.167,0,25165180928,99528269824,635883520,142034386944,122854045,350468,0,1748205568
26-11 00:25:01,11.058,0.867,88.075,0,0,25467068416,98941931520,635883520,142311153664,119686573,342941,0,0
26-11 00:25:02,13.733,1.100,85.167,0,0,25923702784,98193526784,635895808,142594355200,122133303,355200,0,917504
26-11 00:25:03,9.718,0.848,89.434,0,0,26083635200,97668079616,635895808,142949838848,118830148,340203,0,0
26-11 00:25:04,15.973,1.100,82.927,0,0,26510090240,96854585344,635895808,143326191616,119632881,340600,0,0
26-11 00:25:05,14.214,1.403,84.382,0,0,26840981504,97527492608,635895808,142348914688,122853409,347221,0,1097728
26-11 00:25:06,21.305,1.777,76.919,0,0,26774929408,97163051008,635895808,142767890432,122099998,354964,0,65536
26-11 00:25:07,10.975,1.252,87.759,0.014,0,26335956992,97445937152,635908096,142920990720,119185616,342096,0,280051712
26-11 00:25:08,12.418,1.350,86.217,0.014,0,26566053888,96695853056,635908096,143427670016,120153912,343283,0,279175168
26-11 00:25:09,11.500,1.097,87.403,0,0,26218225664,96667774976,635908096,143794556928,119916771,343957,0,65536
26-11 00:25:10,5.629,1.557,92.536,0.278,0,26282106880,96306475008,635961344,144081801216,122452219,351754,0,2860572672
26-11 00:25:11,10.600,1.461,87.870,0.070,0,25985921024,96154836992,635965440,144517488640,122958350,346218,0,769318912
26-11 00:25:12,17.057,2.094,80.835,0.014,0,25891893248,96065822720,635985920,144695685120,119731773,341997,0,280125440
26-11 00:25:13,17.970,1.617,80.399,0.014,0,26318209024,96827981824,635985920,143539478528,119147140,340426,0,279175168
26-11 00:25:14,18.620,1.239,80.142,0,0,26730205184,96063717376,635985920,143883509760,119552327,339611,0,0
26-11 00:25:15,17.472,1.030,81.498,0,0,27118874624,95239004160,635985920,144308101120,121924120,348572,0,0
26-11 00:25:16,20.373,1.544,78.084,0,0,27541606400,94358167552,635985920,144753930240,119274055,338199,0,1589248
26-11 00:25:17,14.797,1.601,83.602,0,0,27699105792,93843927040,635998208,145101688832,123060083,341601,0,679936
26-11 00:25:18,8.103,2.067,89.815,0.014,0,27131043840,94115020800,635998208,145390084096,118452628,336286,0,279240704
26-11 00:25:19,10.913,2.252,86.821,0.014,0,26250248192,94732271616,635998208,145646866432,118503860,337774,0,279306240
26-11 00:25:20,7.434,1.490,91.076,0,0,25841405952,94858072064,635998208,145924120576,65135837,179449,0,558415872
26-11 00:25:21,8.769,1.267,89.685,0.278,0,25978175488,94400475136,636006400,146236575744,19747,10280,0,3071287296
26-11 00:25:22,5.429,0.835,93.736,0,0,25469554688,94734086144,636018688,146406588416,121136516,351835,0,811008
26-11 00:25:23,12.689,1.140,86.171,0,0,25853239296,95528865792,636018688,145259659264,24824039,77443,0,279175168
26-11 00:25:24,9.307,0.874,89.820,0,0,26025689088,95062548480,636018688,145545752576,120813294,352777,0,0
26-11 00:25:25,9.860,0.904,89.237,0,0,26202169344,94540263424,636018688,145883119616,25162009,79174,0,0
26-11 00:25:26,15.502,1.252,83.245,0,0,26020315136,94447407104,636018688,146150170624,120098104,350844,0,113778688
26-11 00:25:27,9.578,1.643,88.361,0.418,0,26200461312,93913636864,636092416,146494271488,122594649,355428,0,3237339136
26-11 00:25:28,15.959,1.309,82.732,0,0,26580926464,93170515968,636092416,146846994432,122358583,353723,0,0
26-11 00:25:29,10.392,1.600,87.994,0.014,0,26216554496,93247315968,636092416,147126648832,122561375,350102,0,279240704
26-11 00:25:30,19.163,1.460,79.377,0,0,26738659328,92230369280,636092416,147607564288,122324823,351110,0,0
26-11 00:25:31,18.226,1.331,80.444,0,0,26544148480,92217950208,636092416,147808010240,122117280,352946,0,65536
26-11 00:25:32,16.399,1.814,81.759,0.028,0,26892070912,92834013184,636104704,146869624832,122980143,349172,0,559374336
26-11 00:25:33,14.490,1.334,84.176,0,0,26575941632,92862947328,636104704,147149852672,118781661,336316,0,65536
26-11 00:25:34,18.972,1.487,79.527,0.014,0,26961047552,91995140096,636104704,147620114432,122430260,352537,0,279175168
26-11 00:25:35,18.671,1.307,80.022,0,0,27347816448,91259289600,636104704,147959459840,119082680,335710,0,0
26-11 00:25:36,13.011,1.515,85.432,0.042,0,26959417344,91222433792,636104704,148373020672,99344182,287909,0,279240704
26-11 00:25:37,11.761,1.842,86.286,0.111,0,26031386624,92153241600,636116992,148371193856,4553,8973,0,2174681088
26-11 00:25:38,9.293,1.611,88.998,0.097,0,26190798848,91726340096,636125184,148631601152,3279,4002,0,1456914432
26-11 00:25:39,19.083,1.240,79.677,0,0,26725388288,91062583296,636133376,148755542016,4581,5452,0,0
26-11 00:25:40,15.550,1.338,83.085,0.028,0,26481717248,91109527552,636133376,148947918848,18272,5427,0,279240704
26-11 00:25:41,12.850,1.041,86.109,0,0,26648621056,90808643584,636133376,149077671936,18884,8506,0,0
26-11 00:25:42,15.315,1.266,83.419,0,0,26361626624,91105030144,636145664,149068726272,116466548,332487,0,991232
26-11 00:25:43,20.749,1.777,77.432,0.042,0,26980368384,91188920320,636153856,148386045952,122427820,353493,0,838090752
26-11 00:25:44,11.463,1.110,87.427,0,0,27112153088,90678628352,636153856,148753879040,53046333,157936,0,0
26-11 00:25:45,9.081,1.182,89.737,0,0,26592153600,90931408896,636153856,149014208512,4989,9752,0,65536
26-11 00:25:46,14.672,1.365,83.949,0.014,0,25868464128,91672276992,636174336,148997185536,5605,6732,0,279306240
26-11 00:25:47,13.104,1.610,85.272,0.014,0,26166439936,91080679424,636203008,149283540992,115598969,335740,0,559284224
26-11 00:25:48,11.614,1.625,86.441,0.320,0,26353414144,90453647360,636207104,149711581184,122127516,357912,0,3072385024
26-11 00:25:49,13.626,1.173,85.202,0,0,26096820224,90450444288,636207104,149963542528,122557928,356415,0,65536
26-11 00:25:50,12.735,1.127,86.138,0,0,26371219456,89859698688,636207104,150271078400,77628802,226905,0,279175168
26-11 00:25:51,16.423,1.073,82.505,0,0,26764296192,89049096192,636211200,150677368832,114874827,334382,0,0
26-11 00:25:52,10.797,1.399,87.804,0,0,26351976448,89754095616,636223488,150391762944,122321001,348403,0,770048
26-11 00:25:53,12.805,1.384,85.783,0.028,0,26610700288,90136031232,636223488,149769412608,54736017,158472,0,279175168
26-11 00:25:54,9.330,2.451,87.913,0.306,0,26197524480,90168258560,636284928,150140416000,113704330,321390,0,3629539328
26-11 00:25:55,18.940,1.506,79.554,0,0,26733985792,89395466240,636289024,150369153024,122647584,355333,0,0
26-11 00:25:56,13.206,1.665,85.116,0.014,0,26371264512,89446547456,636305408,150672007168,121154888,351975,0,279240704
26-11 00:25:57,11.349,1.099,87.552,0,0,26537775104,89019813888,636321792,150924935168,122601324,350721,0,1048576
26-11 00:25:58,15.715,1.420,82.851,0.014,0,26369466368,88760893440,636321792,151340511232,122506233,354395,0,279240704
26-11 00:25:59,17.395,1.294,81.283,0.028,0,26784841728,88004427776,636366848,151671185408,123052383,347092,0,837869568
26-11 00:26:00,16.546,1.561,81.893,0,0,27182551040,87013351424,636370944,152248631296,122238630,354960,0,0
26-11 00:26:01,18.360,1.445,80.195,0,0,27023626240,87032188928,636383232,152383987712,122502276,355881,0,65536
26-11 00:26:02,11.829,1.682,86.475,0.014,0,26632564736,87163543552,636403712,152636575744,119228233,336222,0,559292416
26-11 00:26:03,17.552,1.790,80.658,0,0,27079016448,87698173952,636403712,151681454080,122137824,328489,0,0
26-11 00:26:04,17.391,2.375,80.164,0.069,0,26871480320,87589474304,636411904,151989641216,118964280,319709,0,1156939776
26-11 00:26:05,11.043,1.873,86.973,0.111,0,27040055296,87074877440,636411904,152325853184,123053877,349133,0,1914347520
26-11 00:26:06,8.499,2.111,89.390,0,0,26167230464,87564537856,636411904,152701468672,116544175,325418,0,279306240
26-11 00:26:07,4.238,0.695,95.067,0,0,25598349312,88164933632,636424192,152671379456,35269308,99725,0,142196736
26-11 00:26:08,2.750,0.861,96.389,0,0,25259630592,88282533888,636424192,152886738944,1636,3403,0,279240704
26-11 00:26:09,4.472,0.333,95.195,0,0,25402445824,88023269376,636424192,152999657472,1348,2663,0,141213696
26-11 00:26:10,1.292,0.445,98.153,0.111,0,25402605568,87817273344,636444672,153199951872,1565,2055,0,1397350400
26-11 00:26:11,1.264,0.222,98.513,0,0,25402466304,87611785216,636444672,153400041472,2401,2055,0,0
26-11 00:26:12,1.195,0.375,98.430,0,0,25402081280,88863272960,636456960,152181604352,2802,2598,0,638976
26-11 00:26:13,1.167,0.264,98.569,0,0,25401843712,88653770752,636456960,152386052096,1123,2055,0,0
26-11 00:26:14,1.278,0.222,98.499,0,0,25395683328,88450256896,636456960,152590520320,1467,2366,0,0
26-11 00:26:15,1.264,0.389,98.264,0.083,0,25396027392,88239255552,636456960,152795598848,1231,2598,0,839163904
26-11 00:26:16,1.320,0.500,97.957,0.222,0,25395531776,88028254208,636456960,153000878080,2028,2055,0,1952866304
26-11 00:26:17,1.361,0.222,98.417,0,0,25396305920,87817228288,636469248,153205760000,2253,2055,0,589824
26-11 00:26:18,1.223,0.194,98.583,0,0,25395875840,87606169600,636469248,153411596288,1350,2712,0,0
26-11 00:26:19,1.251,0.264,98.485,0,0,25395818496,87394766848,636469248,153616850944,1123,2633,0,0
26-11 00:26:20,1.306,0.222,98.472,0,0,25396076544,87184261120,636469248,153821425664,1753,2047,0,0
26-11 00:26:21,1.195,0.514,98.068,0.222,0,25396436992,86973210624,636526592,154026700800,1847,2598,0,1954603008
26-11 00:26:22,1.264,0.250,98.486,0,0,25396723712,86762205184,636538880,154231721984,1589,2055,0,262144
26-11 00:26:23,1.347,0.292,98.361,0,0,25395720192,86563078144,636538880,154426327040,1183,2055,0,0
26-11 00:26:24,1.209,0.222,98.569,0,0,25396445184,86364622848,636538880,154618691584,2000,2784,0,0
26-11 00:26:25,1.056,0.445,98.499,0,0,25394933760,88932601856,636538880,152120168448,1183,2047,0,0
26-11 00:26:26,1.251,0.320,98.346,0.083,0,25395859456,88728530944,636551168,152318820352,1242,2047,0,736034816
26-11 00:26:27,1.222,0.806,97.597,0.375,0,25396264960,88523395072,636563456,152518471680,1231,2606,0,3453722624
26-11 00:26:28,1.250,0.264,98.486,0,0,25396215808,88317612032,636563456,152718823424,1242,2055,0,0
26-11 00:26:29,1.251,0.167,98.583,0,0,25395683328,88111489024,636563456,152919736320,1123,2047,0,0
26-11 00:26:30,1.195,0.250,98.555,0,0,25395818496,87905107968,636563456,153120432128,1474,2598,0,0
26-11 00:26:31,1.334,0.181,98.486,0,0,25395798016,87698984960,636563456,153321013248,1313,2047,0,0
26-11 00:26:32,5.114,0.804,93.832,0.249,0,25547706368,87431712768,636641280,153432416256,1302,2047,0,2234048512
26-11 00:26:33,1.028,0.403,98.569,0,0,25546792960,88611799040,636641280,152285089792,1231,2606,0,0
26-11 00:26:34,1.265,0.222,98.513,0,0,25547001856,88401158144,636641280,152490303488,1242,2047,0,0
26-11 00:26:35,1.209,0.236,98.555,0,0,25547091968,88190390272,636641280,152695484416,2198,2047,0,0
26-11 00:26:36,1.264,0.153,98.583,0,0,25547067392,87979073536,636641280,152900624384,3206,2598,0,0
26-11 00:26:37,1.209,0.403,98.318,0.070,0,25547689984,87767855104,636653568,153105850368,1366,2047,0,696295424
26-11 00:26:38,1.263,0.902,97.446,0.389,0,25547558912,87557345280,636653568,153310842880,1242,2055,0,3771064320
26-11 00:26:39,1.112,0.292,98.596,0,0,25547714560,87346577408,636653568,153515749376,1231,2606,0,0
26-11 00:26:40,1.320,0.194,98.486,0,0,25547235328,87135277056,636653568,153721327616,1242,2047,0,0
26-11 00:26:41,1.181,0.264,98.555,0,0,25547829248,86924218368,636653568,153926467584,1117,2047,0,0
26-11 00:26:42,1.236,0.194,98.570,0,0,25547706368,86712934400,636665856,154132180992,1350,2598,0,319488
26-11 00:26:43,1.292,0.500,98.083,0.125,0,25547710464,86502424576,636669952,154336980992,1243,2055,0,1464868864
26-11 00:26:44,1.277,0.875,97.404,0.444,0,25547431936,86292299776,636669952,154541219840,2351,3016,0,3839557632
26-11 00:26:45,1.209,0.222,98.569,0,0,25546375168,86082928640,636669952,154746290176,1421,2606,0,0
26-11 00:26:46,1.223,0.514,98.263,0,0,25548959744,88701640704,636669952,152194895872,1432,2047,8192,0
26-11 00:26:47,1.195,0.250,98.555,0,0,25548382208,88491872256,636682240,152399937536,1183,2055,0,770048
26-11 00:26:48,1.195,0.250,98.555,0,0,25548349440,88273526784,636682240,152612597760,1350,2606,0,0
26-11 00:26:49,1.847,0.236,97.916,0,0,25548664832,88054767616,636682240,152825143296,824957,2047,0,57344
26-11 00:26:50,1.792,0.236,97.972,0,0,25548713984,87834677248,636682240,153039073280,203462,2055,0,0
26-11 00:26:51,1.334,0.264,98.402,0,0,25548681216,87610806272,636682240,153256951808,1231,2598,0,0
26-11 00:26:52,1.292,0.250,98.458,0,0,25549139968,87386804224,636690432,153474457600,1589,2047,0,40960
26-11 00:26:53,1.181,0.250,98.569,0,0,25548591104,87163359232,636690432,153692426240,1123,2055,0,0
26-11 00:26:54,1.181,0.222,98.596,0,0,25549144064,86939398144,636690432,153909624832,1416,2730,0,0
26-11 00:26:55,1.278,0.250,98.472,0,0,25548615680,86715953152,636690432,154127572992,2329,2047,0,0
26-11 00:26:56,1.417,0.306,98.277,0,0,25548906496,86492217344,636690432,154344992768,2430,2047,0,0
26-11 00:26:57,1.153,0.278,98.569,0,0,25547509760,86270054400,636698624,154562514944,3621,2598,0,32768
26-11 00:26:58,1.264,0.250,98.485,0,0,25547931648,86045868032,636698624,154780073984,1362,2055,0,0
26-11 00:26:59,1.222,0.389,98.348,0.042,0,25547702272,85821947904,636698624,154998194176,1123,2047,0,646340608
26-11 00:27:00,1.223,0.584,97.957,0.236,0,25547968512,85598859264,636698624,155215003648,1350,2606,0,2146721792
26-11 00:27:01,1.209,0.320,98.472,0,0,25547706368,85375397888,636698624,155432693760,1123,2055,0,0
26-11 00:27:02,1.499,0.250,98.252,0,0,25547968512,85156028416,636710912,155645706240,1242,2047,0,303104
26-11 00:27:03,1.153,0.264,98.583,0,0,25548324864,84936880128,636710912,155858587648,1231,2606,0,0
26-11 00:27:04,1.153,0.278,98.569,0,0,25547960320,84718198784,636710912,156071727104,1736,2047,0,0
26-11 00:27:05,1.278,0.764,97.638,0.320,0,25548398592,84499456000,636710912,156284153856,1013,1501,0,3096576000
26-11 00:27:06,1.194,0.625,97.959,0.222,0,25548419072,84280365056,636710912,156497149952,1410,2606,0,2207711232
26-11 00:27:07,1.167,0.292,98.541,0,0,25547776000,84062035968,636723200,156710211584,3601,2055,0,303104
26-11 00:27:08,1.320,0.236,98.443,0,0,25547841536,83843354624,636723200,156922920960,1242,2055,0,0
26-11 00:27:09,1.167,0.264,98.569,0,0,25548058624,83624218624,636723200,157135958016,1291,2598,0,0
26-11 00:27:10,1.236,0.236,98.528,0,0,25548447744,83405463552,636723200,157348257792,2090,2047,0,0
26-11 00:27:11,1.278,0.250,98.471,0,0,25548414976,83186872320,636723200,157560975360,1555,2047,0,0
26-11 00:27:12,1.153,0.264,98.583,0,0,25548398592,82967891968,636731392,157774077952,1579,2704,0,40960
26-11 00:27:13,2.210,0.792,96.998,0,0,25555734528,88616341504,636731392,152269008896,2458,4412,0,0
26-11 00:27:14,3.130,0.501,96.369,0,0,25558073344,88455544832,636731392,152423084032,2419,4070,0,0
26-11 00:27:15,3.159,0.529,96.312,0,0,25580396544,88270475264,636731392,152581488640,1827,4237,0,0
26-11 00:27:16,2.655,1.057,95.982,0.306,0,25607708672,88078598144,636735488,152741773312,1739,3109,0,2966814720
26-11 00:27:17,1.890,1.570,95.762,0.778,0,25610579968,87910977536,636747776,152901771264,1680,3117,0,6425108480
26-11 00:27:18,1.712,0.821,97.216,0.251,0,25610158080,87743549440,636747776,153065160704,3677,5439,0,2058551296
26-11 00:27:19,1.767,0.417,97.816,0,0,25611788288,87573463040,636747776,153228820480,2830,3117,0,0
26-11 00:27:20,1.862,0.556,97.582,0,0,25596014592,87421280256,636747776,153392476160,1799,3109,0,0
26-11 00:27:21,1.808,0.473,97.719,0,0,25599725568,87253278720,636747776,153552502784,1893,4237,0,0
26-11 00:27:22,1.876,0.417,97.707,0,0,25600696320,87084797952,636755968,153715154944,2146,3109,0,417792
26-11 00:27:23,1.918,0.584,97.499,0,0,25602662400,86918307840,636755968,153875243008,2177,4179,0,65536
26-11 00:27:24,1.682,0.500,97.817,0,0,25604599808,86749982720,636755968,154037350400,2728,4497,0,0
26-11 00:27:25,1.861,0.458,97.680,0,0,25605386240,86583959552,636755968,154198044672,1620,3109,0,0
26-11 00:27:26,1.862,0.514,97.624,0,0,25604812800,86416412672,636755968,154361204736,1739,3109,0,0
26-11 00:27:27,1.794,0.459,97.747,0,0,25607278592,86246805504,636764160,154524213248,1953,4237,0,172032
26-11 00:27:28,2.096,0.444,97.459,0,0,25605926912,86081269760,636764160,154686353408,2296,4179,0,0
26-11 00:27:29,1.739,0.515,97.747,0,0,25606942720,85912653824,636764160,154849595392,1620,3109,0,0
26-11 00:27:30,1.641,0.529,97.830,0,0,25607069696,85747273728,636764160,155010404352,3542,4237,0,0
26-11 00:27:31,1.600,0.487,97.913,0,0,25607766016,85579538432,636764160,155172458496,4440,3109,0,0
26-11 00:27:32,1.904,0.459,97.637,0,0,25608744960,85412020224,636772352,155334533120,2995,3109,0,139264
