"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 1.0_5g.csv 1",,,,"Date:","29 Nov 2025 00:50:33 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
29-11 00:51:16,13.747,1.476,84.777,0,0,25529233408,103351283712,875073536,137893023744,17643,9583,0,65536
29-11 00:51:17,11.411,1.003,87.585,0,0,25183219712,103786074112,875073536,137806659584,6265,6627,0,65536
29-11 00:51:18,21.610,1.330,77.061,0,0,25719099392,103168528384,875085824,137884827648,15916,5097,0,614400
29-11 00:51:19,23.994,1.560,74.446,0,0,26274123776,102545272832,875085824,137950232576,8927,8961,0,0
29-11 00:51:20,16.844,1.330,81.826,0,0,26539511808,102087901184,875085824,138138210304,15039,6055,0,0
29-11 00:51:21,27.826,1.800,70.332,0.042,0,26557022208,101966102528,875085824,138239078400,15047,12503,0,682278912
29-11 00:51:22,19.981,1.660,78.359,0,0,26319765504,102219505664,875085824,138223497216,15033,9094,0,65536
29-11 00:51:23,10.566,0.779,88.656,0,0,26453786624,101856043008,875098112,138447925248,1891,3583,0,679936
29-11 00:51:24,18.828,1.433,79.738,0,0,26224459776,101963522048,875098112,138566868992,11625,12224,0,65536
29-11 00:51:25,10.024,1.305,88.671,0,0,25742966784,102387531776,875098112,138622148608,6346,12926,0,65536
29-11 00:51:26,8.693,1.599,89.485,0.223,0,25871405056,102148620288,875106304,138730528768,8592,11500,0,3137306624
29-11 00:51:27,14.842,1.627,83.503,0.028,0,25082925056,102974427136,875106304,138693390336,12545,9291,0,495878144
29-11 00:51:28,5.380,0.277,94.343,0,0,25101619200,102903934976,875118592,138745335808,9348,7169,0,712704
29-11 00:51:29,3.934,0.402,95.664,0,0,25106284544,102726451200,875118592,138914000896,4764,3688,0,0
29-11 00:51:30,2.804,0.708,96.488,0,0,24544776192,103288856576,875118592,138913103872,2314,5142,0,65536
29-11 00:51:31,7.626,0.681,91.693,0,0,24197943296,103705686016,875118592,138845384704,1786,6733,0,65536
29-11 00:51:32,0.056,0.028,99.917,0,0,24197685248,103705731072,875118592,138845384704,2447,2484,0,0
29-11 00:51:33,0.028,0.056,99.917,0,0,24197382144,103706333184,875130880,138845384704,1620,3447,0,376832
29-11 00:51:34,0.083,0.056,99.861,0,0,24197898240,103705817088,875130880,138845384704,2040,5197,0,0
29-11 00:51:35,0.125,0.056,99.819,0,0,24197484544,103706234880,875130880,138845388800,48470,14340531,0,0
29-11 00:51:36,0.097,0.083,99.819,0,0,24197451776,103706275840,875130880,138845388800,351185,123045692,0,0
29-11 00:51:37,0.278,0.097,99.624,0,0,24199069696,103847784448,875130880,138705801216,331859,114437581,0,0
29-11 00:51:38,0.097,0.125,99.777,0,0,24200196096,103988097024,875139072,138566205440,342276,121781222,0,180224
29-11 00:51:39,0.070,0.111,99.819,0,0,24201314304,104129499136,875139072,138426626048,345216,122242579,0,0
29-11 00:51:40,0.028,0.097,99.875,0,0,24201502720,104272498688,875139072,138287038464,346739,121765205,0,0
29-11 00:51:41,0.404,0.139,99.457,0,0,24198934528,104418336768,875139072,138147667968,350415,122651989,0,0
29-11 00:51:42,0.070,0.097,99.833,0,0,24198332416,104418926592,875139072,138147672064,348053,123046104,0,0
29-11 00:51:43,0.056,0.084,99.861,0,0,24198332416,104561369088,875139072,138008084480,346212,122991306,0,0
29-11 00:51:44,0.139,0.125,99.735,0,0,24197816320,104704847872,875147264,137868730368,348134,122584776,0,81920
29-11 00:51:45,0.056,0.139,99.805,0,0,24198520832,104848297984,875147264,137728909312,350660,122514813,0,0
29-11 00:51:46,0.111,0.070,99.819,0,0,24198684672,104991264768,875147264,137589321728,348312,122307459,0,0
29-11 00:51:47,0.264,0.125,99.610,0,0,24198647808,105134866432,875147264,137449734144,346952,122635586,0,0
29-11 00:51:48,0.390,0.070,99.541,0,0,24199393280,105133977600,875147264,137449742336,1505980,122579136,0,0
29-11 00:51:49,1.168,0.083,98.749,0,0,24199516160,105276764160,875147264,137310924800,807337,122699991,0,0
29-11 00:51:50,0.070,0.181,99.749,0,0,24199323648,105419038720,875155456,137172496384,350203,122975371,0,98304
29-11 00:51:51,0.070,0.125,99.805,0,0,24199327744,105561485312,875155456,137033666560,350328,122910612,0,0
29-11 00:51:52,0.056,0.056,99.889,0,0,24199303168,105704919040,875155456,136894472192,345161,123042636,0,393216
29-11 00:51:53,0.153,0.139,99.708,0,0,24199372800,105847853056,875155456,136754987008,348264,122872799,0,0
29-11 00:51:54,0.139,0.083,99.777,0,0,24198860800,105990299648,875155456,136616673280,345282,123042872,0,0
29-11 00:51:55,0.125,0.084,99.791,0,0,24199274496,105990471680,875155456,136616366080,347358,123045568,0,0
29-11 00:51:56,0.125,0.111,99.763,0,0,24199254016,106133671936,875163648,136476868608,351408,123076984,0,163840
29-11 00:51:57,0.070,0.320,99.555,0.056,0,24199262208,106276630528,875175936,136337510400,341665,119584918,0,1116971008
29-11 00:51:58,0.084,0.125,99.791,0,0,24199376896,106420027392,875175936,136198176768,350424,123043029,0,0
29-11 00:51:59,0.139,0.097,99.763,0,0,24198836224,106561970176,875175936,136059863040,349106,123043418,0,0
29-11 00:52:00,0.153,0.084,99.763,0,0,24199155712,106705498112,875175936,135920259072,355673,121667245,0,0
29-11 00:52:01,0.083,0.097,99.819,0,0,24199114752,106705539072,875175936,135920259072,349453,123045688,0,0
29-11 00:52:02,0.083,0.264,99.625,0.028,0,24199688192,106851115008,875184128,135778082816,301363,107795199,0,455098368
29-11 00:52:03,0.028,0.042,99.931,0,0,24199184384,106939113472,875184128,135693225984,7822,1909235,0,0
29-11 00:52:04,0.014,0.083,99.903,0,0,24199700480,106938597376,875184128,135693225984,1482,2742,0,0
29-11 00:52:05,0.069,0.056,99.875,0,0,24199700480,106938597376,875184128,135693225984,4002,3091,0,0
29-11 00:52:06,0.014,0.014,99.972,0,0,24199135232,106939047936,875184128,135693225984,2126,1924,0,0
29-11 00:52:07,0.014,0.069,99.917,0,0,24199094272,106939219968,875184128,135693225984,1303,2326,0,0
29-11 00:52:08,0.083,0.083,99.833,0,0,24199606272,106938703872,875188224,135693225984,1471,2774,0,696320
29-11 00:52:09,0.056,0.014,99.931,0,0,24199606272,106938703872,875188224,135693225984,1393,1986,0,0
29-11 00:52:10,0.111,0.069,99.819,0,0,24199229440,106938933248,875188224,135693225984,2272,2715,0,0
29-11 00:52:11,0.195,0.083,99.722,0,0,24196075520,106942087168,875188224,135693225984,2215,3467,0,0
29-11 00:52:12,0.028,0,99.972,0,0,24195850240,106942459904,875188224,135693225984,1302,1924,0,0
29-11 00:52:13,0.028,0.056,99.917,0,0,24195792896,106942509056,875192320,135693221888,2257,2422,0,49152
29-11 00:52:14,0.056,0.056,99.889,0,0,24195792896,106942509056,875192320,135693221888,3120,3445,0,0
29-11 00:52:15,0.028,0.056,99.917,0,0,24196308992,106941992960,875192320,135693221888,1423,2414,0,0
29-11 00:52:16,0.028,0.056,99.917,0,0,24195870720,106942287872,875192320,135693225984,1422,2350,0,0
29-11 00:52:17,0.278,0.028,99.694,0,0,24195805184,106942353408,875192320,135693225984,1155157,2649,0,0
29-11 00:52:18,1.167,0.056,98.777,0,0,24196063232,106942226432,875192320,135693225984,462990,2518,0,16384
29-11 00:52:19,0.028,0.069,99.903,0,0,24196112384,106942169088,875192320,135693225984,1363,2398,0,0
29-11 00:52:20,0.111,0.042,99.847,0,0,24196419584,106941861888,875192320,135693225984,6744,5076,0,0
29-11 00:52:21,0.083,0.028,99.889,0,0,24196751360,106941513728,875192320,135693225984,1243,2520,0,0
29-11 00:52:22,0.014,0.069,99.917,0,0,24196751360,106941530112,875192320,135693225984,1422,2790,0,0
29-11 00:52:23,0.083,0.042,99.875,0,0,24195919872,106942365696,875196416,135693225984,1358,2660,0,253952
29-11 00:52:24,0.028,0.056,99.917,0,0,24196435968,106941849600,875196416,135693225984,2362,2767,0,0
29-11 00:52:25,0.042,0.056,99.903,0,0,24196435968,106941849600,875196416,135693225984,1737,2222,0,0
29-11 00:52:26,0.069,0.014,99.917,0,0,24195903488,106942373888,875196416,135693225984,1411,2476,0,0
29-11 00:52:27,0.042,0.083,99.875,0,0,24195887104,106942373888,875196416,135693225984,1363,2286,0,0
29-11 00:52:28,0.042,0.056,99.903,0,0,24196403200,106941857792,875196416,135693225984,2002,2318,0,0
29-11 00:52:29,0.097,0.028,99.875,0,0,24195891200,106942259200,875200512,135693225984,1504,2476,0,81920
29-11 00:52:30,0.028,0.056,99.917,0,0,24195858432,106942406656,875200512,135693225984,2417,2523,0,0
29-11 00:52:31,0.042,0.056,99.903,0,0,24196268032,106941997056,875200512,135693225984,1731,2278,0,0
29-11 00:52:32,0,0.014,99.986,0,0,24196268032,106941997056,875200512,135693225984,1775,2476,0,0
29-11 00:52:33,0.069,0.069,99.861,0,0,24195751936,106942513152,875200512,135693225984,1243,2198,0,860160
29-11 00:52:34,0.014,0.014,99.972,0,0,24195702784,106942586880,875200512,135693225984,2795,1986,0,0
29-11 00:52:35,0.014,0.056,99.931,0,0,24195727360,106942423040,875204608,135693221888,2426,2822,0,57344
29-11 00:52:36,0.083,0.069,99.847,0,0,24195727360,106942423040,875204608,135693221888,4236,2461,0,0
29-11 00:52:37,0.125,0.014,99.861,0,0,24195690496,106942603264,875204608,135693225984,1215,1924,0,0
29-11 00:52:38,0.014,0.083,99.903,0,0,24195747840,106942398464,875204608,135693225984,1623,2830,0,0
29-11 00:52:39,0.083,0.056,99.861,0,0,24195682304,106942611456,875204608,135693225984,1515,2536,0,0
29-11 00:52:40,0.028,0.028,99.944,0,0,24195649536,106942644224,875204608,135693225984,1362,2420,0,0
29-11 00:52:41,0.334,0.125,99.541,0,0,24196677632,106941132800,875212800,135693692928,12370,18525,0,40960
29-11 00:52:42,0.362,0.083,99.555,0,0,24192937984,106944770048,875212800,135693697024,2680,7310,0,0
29-11 00:52:43,0.653,0.070,99.277,0,0,24195579904,106942128128,875212800,135693697024,2675,8770,0,1122304
29-11 00:52:44,0.042,0.083,99.875,0,0,24195444736,106942775296,875212800,135693185024,2348,3449,0,0
