"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.5_5g.csv 1",,,,"Date:","29 Nov 2025 00:56:22 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
29-11 00:57:23,1.210,0.515,98.275,0,0,23975972864,102248894464,875532288,140474314752,119566810,336351,0,0
29-11 00:57:24,1.348,0.487,98.165,0,0,23977115648,101922684928,875532288,140790571008,120322901,340237,0,0
29-11 00:57:25,1.472,0.486,98.042,0,0,23978307584,101593645056,875544576,141109493760,123053367,346588,0,466944
29-11 00:57:26,1.321,0.445,98.234,0,0,23977709568,101268922368,875544576,141425971200,119737841,336923,0,0
29-11 00:57:27,1.361,0.458,98.180,0,0,23978381312,100942544896,875544576,141742817280,122057583,347874,0,0
29-11 00:57:28,0.583,0.528,98.889,0,0,23978536960,102225080320,875544576,140494073856,119001972,333135,0,0
29-11 00:57:29,0.403,0.237,99.360,0,0,23978684416,102143336448,875544576,140573765632,116998512,322771,0,0
29-11 00:57:30,0.334,0.181,99.486,0,0,23978684416,102081404928,875552768,140634140672,120819928,329663,0,843776
29-11 00:57:31,6.330,0.362,93.308,0,0,24154275840,101824368640,875552768,140713357312,104570534,286856,0,0
29-11 00:57:32,0.903,0.195,98.902,0,0,24153088000,101773438976,875552768,140764442624,69417163,199277,0,0
29-11 00:57:33,1.167,0.250,98.583,0,0,24153501696,101600219136,875552768,140932907008,292,863,0,0
29-11 00:57:34,1.223,0.222,98.555,0,0,24153698304,101378322432,875552768,141148557312,681,2455,0,0
29-11 00:57:35,1.223,0.459,98.221,0.097,0,24153034752,101157150720,875560960,141364400128,521,2259,0,1046224896
29-11 00:57:36,1.278,0.236,98.416,0.069,0,24153489408,100934803456,875560960,141579804672,531,871,0,630177792
29-11 00:57:37,1.543,0.334,98.124,0,0,24153387008,100713754624,875560960,141795323904,465,2313,0,0
29-11 00:57:38,1.236,0.292,98.472,0,0,24153575424,100492075008,875560960,142010798080,520,2419,0,0
29-11 00:57:39,2.266,0.417,97.317,0,0,24161660928,101622546432,875560960,140899082240,1851,3599,0,0
29-11 00:57:40,2.736,0.514,96.750,0,0,24153726976,101512617984,875569152,141014597632,657,2569,0,360448
29-11 00:57:41,4.374,0.694,94.932,0,0,24190017536,101342154752,875569152,141145767936,1189,4900,0,73728
29-11 00:57:42,2.904,0.719,96.377,0,0,24189313024,101238902784,875569152,141246685184,848,1932,0,0
29-11 00:57:43,2.963,0.942,96.095,0,0,24208146432,101117345792,875569152,141346848768,1142,4940,0,0
29-11 00:57:44,2.330,0.749,96.921,0,0,24210980864,100997480448,875569152,141461180416,1177,5202,0,0
29-11 00:57:45,2.087,0.487,97.427,0,0,24214319104,100822896640,875577344,141627957248,1163,1924,0,196608
29-11 00:57:46,1.864,0.960,96.829,0.348,0,24216756224,100650450944,875606016,141793488896,968,3416,0,3071696896
29-11 00:57:47,1.739,0.501,97.760,0,0,24217264128,100476190720,875606016,141962584064,2573,3062,0,0
29-11 00:57:48,1.835,0.598,97.567,0,0,24219664384,100303880192,875606016,142127751168,2817,5777,0,0
29-11 00:57:49,1.889,0.500,97.611,0,0,24206143488,100143763456,875606016,142297018368,995,4102,0,0
29-11 00:57:50,2.282,0.557,97.162,0,0,24218624000,99961094144,875618304,142462402560,1296,4045,0,270336
29-11 00:57:51,2.089,0.515,97.396,0,0,24222187520,99784564736,875618304,142630670336,1153755,3744,0,134217728
29-11 00:57:52,2.858,0.930,95.921,0.291,0,24222625792,99613839360,875618304,142795919360,462511,4477,0,2657517568
29-11 00:57:53,1.698,0.543,97.760,0,0,24224182272,99441188864,875618304,142962364416,1187,3558,0,0
29-11 00:57:54,2.081,0.610,97.309,0,0,24215715840,99277271040,875618304,143130095616,1280,4760,0,0
29-11 00:57:55,1.684,0.557,97.760,0,0,24216764416,99094908928,875630592,143306743808,789,3078,0,278528
29-11 00:57:56,1.809,0.515,97.676,0,0,24217681920,98915561472,875630592,143480070144,2661,11467,0,0
29-11 00:57:57,1.709,0.611,97.652,0.028,0,24217849856,98734800896,875630592,143655686144,669,1925,0,279756800
29-11 00:57:58,1.712,0.418,97.870,0,0,24218759168,98555084800,875630592,143829934080,1214,4127,0,0
29-11 00:57:59,1.972,0.625,97.403,0,0,24216072192,98380107776,875630592,144002662400,2156,5871,0,0
29-11 00:58:00,1.805,0.486,97.709,0,0,24216846336,98198851584,875638784,144178147328,848,1925,0,139264
29-11 00:58:01,1.713,0.474,97.813,0,0,24216043520,98019999744,875638784,144352804864,789,3233,0,0
29-11 00:58:02,2.057,0.875,96.887,0.181,0,24216707072,97840955392,875638784,144526700544,2306,6659,0,1826676736
29-11 00:58:03,1.724,0.667,97.470,0.139,0,24218132480,97658945536,875638784,144702156800,2624,2995,0,1035714560
29-11 00:58:04,1.657,0.446,97.898,0,0,24218259456,97479540736,875638784,144876544000,968,3389,0,0
29-11 00:58:05,1.723,0.556,97.721,0,0,24219574272,97297694720,875651072,145052377088,1618,4209,0,335872
29-11 00:58:06,1.845,0.555,97.600,0,0,24218656768,97119256576,875651072,145226727424,1465,2995,0,0
29-11 00:58:07,1.682,0.556,97.762,0,0,24220377088,96937132032,875651072,145402335232,969,3823,0,0
29-11 00:58:08,1.701,0.404,97.895,0,0,24224022528,96752910336,875651072,145577799680,3452,6653,0,16384
29-11 00:58:09,1.833,0.569,97.598,0,0,24224419840,96571850752,875651072,145753714688,1317,4540,0,0
29-11 00:58:10,1.874,0.555,97.570,0,0,24225017856,96463114240,875659264,145859297280,1723,5551,0,139264
29-11 00:58:11,0.334,0.696,98.970,0,0,23630417920,102331748352,875683840,140727152640,3615,9558,0,69181440
29-11 00:58:12,0.028,0.056,99.917,0,0,23629238272,102333014016,875683840,140727099392,351,2350,0,0
29-11 00:58:13,0.014,0.278,99.639,0.070,0,23628992512,102333259776,875683840,140727099392,688,1524,0,1082253312
29-11 00:58:14,0.014,0,99.986,0,0,23628992512,102333259776,875683840,140727099392,520,1296,0,0
