"Dstat 0.8.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","nother-Super-Server",,,,"User:","nother"
"Cmdline:","dstat -tcmnd --output 0.05_5g.csv 1",,,,"Date:","29 Nov 2025 01:00:57 CST"
"system","total cpu usage",,,,,"memory usage",,,,"net/total",,"dsk/total",
29-11 01:01:15,0.028,0.069,99.903,0,0,23631323136,107508654080,875855872,135687352320,657,1894,0,0
29-11 01:01:16,0.042,0.069,99.889,0,0,23631364096,107508613120,875855872,135687352320,1024,1554,0,0
29-11 01:01:17,0.028,0.014,99.958,0,0,23631364096,107508613120,875855872,135687352320,639,736,0,0
29-11 01:01:18,0.014,0.042,99.944,0,0,23631396864,107508580352,875855872,135687352320,460,1594,0,0
29-11 01:01:19,0,0.014,99.986,0,0,23631396864,107508580352,875855872,135687352320,638,736,0,0
29-11 01:01:20,0.042,0.056,99.903,0,0,23631396864,107508580352,875855872,135687352320,531,922,0,0
29-11 01:01:21,0.014,0.042,99.944,0,0,23631912960,107508064256,875855872,135687352320,407,1620,0,0
29-11 01:01:22,0.750,0.250,99.000,0,0,23658315776,107481264128,875855872,135687880704,8357,5124,0,0
29-11 01:01:23,4.784,0.529,94.687,0,0,23826669568,107311087616,875855872,135688146944,5506,3892,0,0
29-11 01:01:24,10.018,0.751,89.231,0,0,24129716224,107006836736,875855872,135688572928,7001,8252,0,4055040
29-11 01:01:25,19.036,1.114,79.850,0,0,24650604544,106485452800,875855872,135688880128,11419,5421,0,0
29-11 01:01:26,18.977,0.876,80.147,0,0,25056137216,106078879744,875855872,135689183232,10764,6790,0,0
29-11 01:01:27,5.678,0.805,93.517,0,0,25105276928,105846239232,875868160,135871823872,114042738,294734,0,778240
29-11 01:01:28,7.829,1.115,91.056,0,0,25268133888,105486721024,875868160,136062578688,121752413,281302,0,0
29-11 01:01:29,13.046,1.586,85.257,0.111,0,25569923072,104958283776,875868160,136283439104,118373044,252306,0,1187717120
29-11 01:01:30,23.645,2.342,74.026,-0.014,0,26133422080,104182702080,875868160,136488665088,118610753,250484,0,0
29-11 01:01:31,17.111,2.514,80.347,0.028,0,25912438784,104355422208,875868160,136535683072,119384430,246900,0,195870720
29-11 01:01:32,16.797,1.913,81.276,0.014,0,25673715712,104396152832,875880448,136727175168,123087937,257844,0,280059904
29-11 01:01:33,25.354,1.849,72.797,0,0,26230697984,103645249536,875880448,136915738624,119669727,249869,0,0
29-11 01:01:34,25.503,1.832,72.665,0,0,26754752512,102816886784,875880448,137211797504,119896802,252795,0,0
29-11 01:01:35,34.546,2.389,63.064,0,0,27534417920,101789642752,875880448,137452523520,121504137,283630,0,0
29-11 01:01:36,18.924,2.392,78.657,0.028,0,27114823680,101984780288,875880448,137671835648,119006728,253081,0,279175168
29-11 01:01:37,16.803,2.345,80.838,0.014,0,26808176640,101986381824,875892736,137968693248,118860775,285035,0,279764992
29-11 01:01:38,11.394,2.184,86.394,0.028,0,26404618240,102158381056,875892736,138194427904,123003687,268428,0,279175168
29-11 01:01:39,15.340,2.269,82.378,0.014,0,26138599424,102203424768,875892736,138409410560,122159699,250139,0,279240704
29-11 01:01:40,19.527,2.436,78.038,0,0,26016526336,102220136448,875892736,138510934016,46240959,95459,0,279240704
29-11 01:01:41,21.819,2.151,76.016,0.014,0,25913741312,102271115264,875892736,138561445888,13916,11347,0,279240704
29-11 01:01:42,20.108,2.375,77.517,0,0,25760538624,102132035584,875905024,138847338496,109032390,241745,0,280256512
29-11 01:01:43,28.185,2.428,69.387,0,0,26326892544,101244420096,875905024,139159240704,121107183,282794,0,0
29-11 01:01:44,41.076,1.951,56.974,0,0,26992463872,100248780800,875905024,139480145920,61801873,147696,0,0
29-11 01:01:45,18.196,1.390,80.414,0,0,27211726848,99832193024,875905024,139672461312,13294,8001,0,0
29-11 01:01:46,14.590,1.937,83.445,0.028,0,26708836352,99843244032,875905024,140150689792,13050,11304,0,279240704
29-11 01:01:47,24.903,1.925,73.172,0,0,26619535360,99851022336,875917312,140229292032,5872,11824,0,622592
29-11 01:01:48,19.301,2.534,78.123,0.042,0,26393952256,99596271616,875917312,140697665536,106811771,244181,0,558415872
29-11 01:01:49,12.443,1.627,85.931,0,0,25983975424,99845287936,875917312,140854247424,39143416,108345,0,65536
29-11 01:01:50,9.907,1.533,88.519,0.042,0,25509679104,100063678464,875917312,141102243840,22230,9059,0,558415872
29-11 01:01:51,14.065,1.575,84.346,0.014,0,25310461952,100104851456,875917312,141254922240,8001,13142,0,279240704
29-11 01:01:52,23.683,1.978,74.324,0.014,0,25386631168,101166432256,875929600,140146315264,105488309,308729,0,280150016
29-11 01:01:53,13.920,1.001,85.079,0,0,25552031744,100636598272,875929600,140501635072,122404768,351608,0,0
29-11 01:01:54,12.081,1.044,86.875,0,0,25695580160,100037308416,875929600,140944539648,122381336,352528,0,0
29-11 01:01:55,13.815,1.461,84.683,0.042,0,25326870528,100015980544,875929600,141325176832,122439408,356674,0,279240704
29-11 01:01:56,9.831,1.170,88.985,0.014,0,24986890240,99998736384,875929600,141673836544,112731545,318752,0,174956544
29-11 01:01:57,6.319,1.095,92.586,0,0,24138985472,100825890816,875937792,141694922752,2170,10673,0,175570944
29-11 01:01:58,1.333,0.555,98.098,0.014,0,24139591680,100615565312,875937792,141899296768,1322,6061,0,279175168
29-11 01:01:59,1.361,0.278,98.361,0,0,24139636736,100405006336,875937792,142103777280,371,871,0,0
29-11 01:02:00,1.445,0.542,97.999,0.014,0,24140853248,101721546752,875937792,140820508672,700,3277,0,279879680
29-11 01:02:01,1.167,0.278,98.555,0,0,24141422592,101535776768,875937792,141001449472,232,1689,0,0
29-11 01:02:02,1.195,0.278,98.527,0,0,24141398016,101313232896,875945984,141218328576,411,863,0,573440
29-11 01:02:03,1.431,0.347,98.221,0,0,24141291520,101094658048,875945984,141430636544,694,3145,0,0
29-11 01:02:04,1.250,0.250,98.500,0,0,24140824576,100871753728,875945984,141648150528,1551,1403,0,0
29-11 01:02:05,1.223,0.347,98.388,0.042,0,24141164544,100648398848,875945984,141865119744,1700,863,0,560005120
29-11 01:02:06,1.195,0.278,98.527,0,0,24141062144,100425752576,875945984,142081773568,580,1881,0,0
29-11 01:02:07,3.024,0.638,96.337,0,0,24156147712,101571035136,875954176,140952215552,3695,3599,0,294912
29-11 01:02:08,4.108,0.500,95.393,0,0,24151494656,101417721856,875954176,141106163712,3958,4590,0,0
29-11 01:02:09,3.644,0.626,95.730,0,0,24187748352,101221220352,875954176,141262565376,3283,6800,0,0
29-11 01:02:10,2.613,0.528,96.858,0,0,24208572416,101034905600,875954176,141423845376,1795,2510,0,0
29-11 01:02:11,1.946,0.584,97.470,0,0,24210759680,100864626688,875954176,141587611648,1756,4863,0,368640
29-11 01:02:12,1.794,0.556,97.649,0,0,24213655552,100690685952,875962368,141754011648,1303,5058,0,245760
29-11 01:02:13,1.820,0.514,97.666,0,0,24216829952,100519694336,875962368,141917589504,729,1932,0,0
29-11 01:02:14,1.712,0.515,97.773,0,0,24216227840,100350439424,875962368,142082740224,1340,4846,0,0
29-11 01:02:15,2.190,0.516,97.294,0,0,24219643904,100181094400,875962368,142244425728,1920,6844,0,0
29-11 01:02:16,1.736,0.917,97.027,0.319,0,24220008448,100010491904,875966464,142410076160,848,1924,0,2792726528
29-11 01:02:17,1.727,0.501,97.772,0,0,24221872128,99839418368,875978752,142574292992,1902,3766,0,368640
29-11 01:02:18,1.764,0.556,97.680,0,0,24223637504,99666935808,875978752,142740635648,2579,4562,0,0
29-11 01:02:19,1.781,0.487,97.732,0,0,24211091456,99512516608,875978752,142902980608,729,1924,0,0
29-11 01:02:20,1.945,0.542,97.513,0,0,24210849792,99343794176,875978752,143067467776,2193,4269,0,0
29-11 01:02:21,1.809,0.543,97.578,0.070,0,24212627456,99164979200,875978752,143239843840,1987,6973,0,558727168
29-11 01:02:22,2.279,0.542,97.179,0,0,24212553728,98987610112,875978752,143412400128,1383696,1933,0,270336
29-11 01:02:23,2.587,0.556,96.857,0,0,24211763200,98810355712,875978752,143585423360,234404,4305,0,0
29-11 01:02:24,1.682,0.584,97.735,0,0,24205533184,98639585280,875978752,143757500416,3334,5361,0,0
29-11 01:02:25,1.656,0.445,97.899,0,0,24206483456,98461143040,875978752,143930175488,2475,1925,0,0
29-11 01:02:26,1.862,0.639,97.429,0.069,0,24203804672,98287124480,875978752,144102133760,974,3579,0,563994624
29-11 01:02:27,1.836,0.932,96.981,0.250,0,24204484608,98109403136,875986944,144274665472,1734,5227,0,2786541568
29-11 01:02:28,1.587,0.571,97.842,0,0,24206262272,97931198464,875986944,144445980672,3124,6941,0,0
29-11 01:02:29,1.933,0.515,97.552,0,0,24206073856,97754140672,875986944,144618283008,789,3709,0,0
29-11 01:02:30,1.682,0.487,97.832,0,0,24206123008,97576038400,875986944,144791691264,1063,3055,0,0
29-11 01:02:31,1.614,0.543,97.843,0,0,24207208448,97398353920,875986944,144963710976,1724,5025,0,0
29-11 01:02:32,1.835,0.904,96.927,0.334,0,24207294464,97220952064,875999232,145136156672,1034,4193,0,2862628864
29-11 01:02:33,1.736,0.597,97.667,0,0,24207990784,97045078016,875999232,145306263552,1117,4059,0,0
29-11 01:02:34,1.696,0.528,97.776,0,0,24208568320,96867495936,875999232,145478705152,1370,5561,0,0
29-11 01:02:35,1.697,0.598,97.705,0,0,24208961536,96687923200,875999232,145652969472,1406,5049,0,0
29-11 01:02:36,1.861,0.472,97.667,0,0,24211230720,96506875904,875999232,145826951168,1243,3171,0,0
29-11 01:02:37,1.278,0.889,97.834,0,0,24211087360,101741248512,876032000,140729122816,1085,5415,0,26763264
29-11 01:02:38,0.278,0.209,99.499,0.014,0,23607369728,102347415552,876040192,140728434688,3685,10377,0,314187776
29-11 01:02:39,0.014,0.014,99.972,0,0,23607361536,102347423744,876040192,140728434688,521,1296,0,0
29-11 01:02:40,0.014,0.056,99.931,0,0,23607812096,102346973184,876040192,140728434688,2109,2266,0,0
29-11 01:02:41,0.042,0.056,99.903,0,0,23607246848,102347538432,876040192,140728434688,1692,1082,0,0
29-11 01:02:42,0,0.014,99.986,0,0,23607787520,102347538432,876040192,140727894016,593,1288,0,0
29-11 01:02:43,0.028,0.445,99.361,0.167,0,23607808000,102347513856,876044288,140727894016,532,1154,0,1894195200
29-11 01:02:44,0,0.069,99.931,0,0,23607783424,102347538432,876044288,140727894016,591,1922,0,0
